"page","term","title","authors","year","n_citations","abstract"
1,"miR-18a-5p","[HTML][HTML] Identification of miR-18a-5p as an oncogene and prognostic biomarker in RCC","L Zhou, Z Li, X Pan, Y Lai, J Quan, L Zhao","2018",45,"… However, the research of miR-18a-5p in RCC had not been reported yet. Therefore, the … 
the expression of miR-18a-5p in RCC tissues and cells and the effects of miR-18a-5p on the …"
1,"miR-18a-5p","Upregulation of miR-18a-5p contributes to epidermal necrolysis in severe drug eruptions","A Ichihara, Z Wang, M Jinnin, Y Izuno","2014",68,"… Our results indicated that downregulated BCL2L10 caused by miR-18a-5p overexpression 
mediates intrinsic keratinocyte apoptosis in patients with TEN. Serum miR-18a-5p levels can …"
1,"miR-18a-5p","Diagnostic and Prognostic Significance of serum miR-18a-5p in Patients with Atherosclerosis","PP Teng, Y Liu, M Zhang, W Ji","2021",8,"… miR-18a-5p in AS patients, and explored its clinical values. 110 AS patients and 68 healthy 
controls were collected clinically, and the expression pattern of miR-18a-5p … MiR-18a-5p was …"
1,"miR-18a-5p","[HTML][HTML] miR-18a-5p MicroRNA increases vascular smooth muscle cell differentiation by downregulating syndecan4","HJ Kee, GR Kim, SN Cho, JS Kwon, Y Ahn","2014",51,"… Considering the effect of VSMC differentiation by miR-18a-5p, we hypothesized that miR-18a-5p 
must downregulate anti-differentiation genes. Among several genes, we found that …"
1,"miR-18a-5p","[HTML][HTML] miR-18a-5p inhibits sub-pleural pulmonary fibrosis by targeting TGF-β receptor II","Q Zhang, H Ye, F Xiang, LJ Song, LL Zhou, PC Cai","2017",61,"… Using cultured PMCs and a pulmonary fibrosis animal model, we found that miR-18a-5p … 
of miR-18a-5p contributed to EMT of PMCs. Furthermore, we determined that miR-18a-5p binds …"
1,"miR-18a-5p","Triple-negative and luminal A breast tumors: differential expression of miR-18a-5p, miR-17-5p, and miR-20a-5p","CMC Calvano Filho, DC Calvano-Mendes","2014",90,"… For example, in our study, miR-18a-5p was overexpressed in tumors compared with 
normal breast tissue (FR = 4.68; p = 0.049733) and in triple-negative compared with luminal A …"
1,"miR-18a-5p","Prognostic significance of serum miR-18a-5p in severe COVID-19 Egyptian patients","RAH Haroun, WH Osman, AM Eessa","2023",1,"… hsa-mir-18a-5p decreased in … -mir-18a-5p expression level is a good sensitive and 
specific marker. By using bioinformatics tools, our results revealed that the decreased hsa-mir-18a-5p …"
2,"miR-18a-5p","MiR-18a-5p contributes to enhanced proliferation and migration of PASMCs via targeting Notch2 in pulmonary arterial hypertension","R Miao, W Liu, C Qi, Y Song, Y Zhang, Y Fu, W Liu","2020",16,"… a direct target of miR-18a-5p and was repressed by miR-18a-5p … and migration induced 
by miR-18a-5p mimics in PASMCs. … in the PAH patients; our data suggest that miR-18a-5p …"
2,"miR-18a-5p","LncRNA CASC2 is involved in the development of chronic obstructive pulmonary disease via targeting miR-18a-5p/IGF1 axis","P Liu, H Zhang, H Zeng, Y Meng","2021",16,"… that overexpression of miR-18a-5p reduced the level of IGF1, while miR-18a-5p downregulation 
led to the increase of IGF1. Furthermore, a low level of miR-18a-5p was also detected in …"
3,"miR-18a-5p","MiR-18a-5p inhibits endothelial–mesenchymal transition and cardiac fibrosis through the Notch2 pathway","H Geng, J Guan","2017",67,"… target of miR-18a-5p. Our data showed that the overexpression of miR-18a-5p could 
downregulate … In conclusion, our findings demonstrated that miR-18a-5p/Notch2 signaling …"
3,"miR-18a-5p","[HTML][HTML] MiR-18a-5p acts as a novel serum biomarker for venous malformation and promotes angiogenesis by regulating the thrombospondin-1/P53 signaling axis","L Zhang, D Wang, Z Wang, X Li, W Xia","2021",6,"… miR-18a-5p and validated its function in VM. Notably, higher expression level of miR-18a-5p … 
We found that miR-18a-5p plays a promotive role in human umbilical vein endothelial cells …"
3,"miR-18a-5p","Exosomal miR-18a-5p promotes EMT and metastasis of NPC cells via targeting BTG3 and activating the Wnt/β-catenin signaling pathway","Q Zhong, Q Nie, R Wu, Y Huang","2023",2,"… of miR-18a-5p on NPC cells. Xenograft mouse model of NPC nude mice showed that miR-18a-5p … 
This study revealed that exosomal miR-18a-5p derived from NPC cells promoted …"
3,"miR-18a-5p","Silencing H19 regulated proliferation, invasion, and autophagy in the placenta by targeting miR‐18a‐5p","L Zhang, X Deng, X Shi, X Dong","2019",33,"… binding to miR-18a-5p, which targets IRF2. The expression of miR-18a-5p was upregulated, 
… We propose that aberrant regulation of H19/miR-18a-5p-mediated regulatory pathway may …"
4,"miR-18a-5p","[HTML][HTML] MiR-18a-5p Targets Connective Tissue Growth Factor Expression and Inhibits Transforming Growth Factor β2-Induced Trabecular Meshwork Cell Contractility","J Knox, G Bou-Gharios, KJ Hamill, CE Willoughby","2022",6,"… identifying miR-18a-5p as a consistently upregulated miRNA. We then used miR-18a-5p 
mimics … The results suggest that a therapy based upon miR-18a-5p may hold potential for POAG …"
4,"miR-18a-5p","[HTML][HTML] PBMCs to stress-associated miR-18a-5p and miR-22-3p ratios as new indicators of metabolic syndrome","Y Huang, L Zhao, Y Yan, J Chen, P Liu, W Xv","2020",9,"… To our knowledge, few studies have investigated the expressions of miR-18a-5p and miR-… 
In this study, we analyzed the association between MetS and expression of miR-18a-5p and …"
4,"miR-18a-5p","Long non‐coding RNA FENDRR restrains the aggressiveness of CRC via regulating miR‐18a‐5p/ING4 axis","SL Yin, F Xiao, YF Liu, H Chen","2020",30,"… The miR-18a-5p levels were also detected in CRC samples and we observed that miR-18a-5p 
was strikingly overregulated in CRC tissue compared to that in paracancerous tissue (…"
4,"miR-18a-5p","[HTML][HTML] Berberine acts on C/EBPβ/lncRNA Gas5/miR-18a-5p loop to decrease the mitochondrial ROS generation in HK-2 cells","J Xu, L Liu, L Gan, Y Hu, P Xiang, Y Xing","2021",18,"… Gas5 and miR-18a-5p and between miR-18a-5p and C/EBPβ … miR-18a-5p expression 
as competing endogenous RNA (ceRNA) and reduce the negative regulatory effect of miR-18a-5p …"
4,"miR-18a-5p","[HTML][HTML] Novel role of miR-18a-5p and galanin in rat lung ischemia reperfusion-mediated response","K Xiao, L Song, Y Hu, W He, F Hou, P Yan","2021",6,"… We then validated one of the downregulated miRNAs, miR18a-5p, in the in vitro model of 
IR… Galanin mRNA as a target for miR-18a-5p. Downregulation of miR-18a-5p upon IR leads to …"
4,"miR-18a-5p","[HTML][HTML] Leonurine-repressed miR-18a-5p/SOCS5/JAK2/STAT3 axis activity disrupts CML malignancy","HM Liu, CL Guo, YF Zhang, JF Chen","2021",14,"… miR-18a-5p was significantly upregulated and miR-18a-5p repressed SOCS5 expression by 
directly targeting its 3′-UTR in CML cells. Overexpression of miR-18a-5p … miR-18a-5p from …"
5,"miR-18a-5p","[HTML][HTML] Upregulated miR-18a-5p in Colony Forming Unit-Hill's in Subclinical Cardiovascular Disease and Metformin Therapy; MERIT Study","J Phowira, FW Ahmed, S Bakhashab, JU Weaver","2022",4,"… Ingenuity pathway analysis documented miR-18a-5p inhibiting … We confirmed the pro-atherogenic 
effect of miR-18a-5p in … of miR-18a-5p as we observed the upregulation of miR-18a-5p …"
5,"miR-18a-5p","[HTML][HTML] Resilient Phenotype in Chronic Mild Stress Paradigm Is Associated with Altered Expression Levels of miR-18a-5p and Serotonin 5-HT1a Receptor in Dorsal …","D Zurawek, P Gruca, L Antkiewicz-Michaluk","2019",23,"… decreased expression level of miR-18a-5p and, in … miR-18a-5p may be a negative 
epigenetic regulator of 5-HT1AR since the treatment of adult hippocampal neurons with miR-18a-5p …"
5,"miR-18a-5p","Isoflurane alleviates myocardial injury induced by hypoxia/reoxygenation by regulating miR-18a-5p","Y Su, G Chen, F Zhang, L Wang, Z Feng","2021",7,"… Zhang et al. found that the expression levels of miR-18a-5p were significantly increased 
in … miR-18a-5p in domestic and foreign studies. Therefore, in this study, the role of miR-18a-5p …"
