"page","term","title","authors","year","n_citations","abstract"
1,"miR-449a","mir-34b/c and mir-449a/b/c are required for spermatogenesis, but not for the first cleavage division in mice","S Yuan, C Tang, Y Zhang, J Wu, J Bao","2015",160,"… Two miRNA clusters consisting of five miRNAs (miR-34b/c and miR-449a/b/c) are present in 
sperm, but … Our data demonstrate that miR-34b/c and miR-449a/b/c are essential for normal …"
2,"miR-449a","miR-449a and miR-449b are direct transcriptional targets of E2F1 and negatively regulate pRb–E2F1 activity through a feedback loop by targeting CDK6 and …","X Yang, M Feng, X Jiang, Z Wu, Z Li","2009",282,"… Here we report that E2F1 directly transactivates miR-449a/b. miR-449a/b targets and inhibits 
… Here we report the discovery of the miRNAs miR-449a/b as direct transcriptional targets of …"
2,"miR-449a","[HTML][HTML] Dynamical modeling of miR-34a, miR-449a, and miR-16 reveals numerous DDR signaling pathways regulating senescence, autophagy, and apoptosis in …","S Gupta, PK Panda, RF Hashimoto, SK Samal","2022",23,"… We observed that miR-34a E1/miR-449a E1 combined action generated the most prominent 
… MiR-16 E1/miR-449a E1 regulation improves the senescent phenotype in cells but has a …"
2,"miR-449a","miR-449a Regulates proliferation and chemosensitivity to cisplatin by targeting cyclin D1 and BCL2 in SGC7901 cells","J Hu, Y Fang, Y Cao, R Qin, Q Chen","2014",84,"… The present study was designed to test whether miR-449a mediates cell proliferation and … 
of miR-449a in human gastric cancer cell line SGC7901 and found that miR-449a was …"
3,"miR-449a","[HTML][HTML] MiR-449a regulates caprine endometrial stromal cell apoptosis and endometrial receptivity","X An, X Liu, L Zhang, J Liu, X Zhao, K Chen, H Ma","2017",17,"… In vitro, the present study showed that miR-449a could induce ESC apoptosis, however, miR-449a made endometrium thicker in the goat endometrium on gestational day 5 compared …"
3,"miR-449a","[HTML][HTML] The dynamics of miR-449a/c expression during uterine cycles are associated with endometrial development","M Naydenov, M Nikolova, A Apostolov, I Glogovitis","2022",4,"… In our study, we observed that miR-449a/c and associated isomiRs could together be 
linked to human endometrial receptivity. Recently, miR-449a was shown to have an important …"
3,"miR-449a","Expression and regulation of miR-449a and AREG in cerebral ischemic injury","Y Yu, X Zhang, Z Han, W Zhao, L Zhang","2019",18,"… miR-449a mimics and AREG knockdown in an OGD/R model in vitro. The present study 
demonstrated that miR-449a … of miR-449a and the knockdown of AREG in an I/R injury model. …"
3,"miR-449a","Role of miR-449a in the Activation and Metabolism of CD4+ T Cells","L Huang, F Li, Q Fu, X Yang, S Deng, L Wei","2018",3,"… reveal that miR-449a microRNA was elevated in allogeneic heart allografts. This correlated 
with an increased miR-449a expression in activated CD4 + T cells. Inhibition of miR-449a in …"
3,"miR-449a","miR-449a contributes to glucocorticoid-induced CRF-R1 downregulation in the pituitary during stress","T Nemoto, A Mano, T Shibasaki","2013",49,"… Here, we showed that glucocorticoids increased the expression of miR-449a and that miR-449a 
then inhibits CRF-R1 mRNA expression and translation in the anterior pituitary of …"
4,"miR-449a","[HTML][HTML] Comprehensive circular RNA profiling reveals the regulatory role of the circRNA-000911/miR-449a pathway in breast carcinogenesis","H Wang, YI Xiao, LI Wu, D Ma","2018",151,"… miR‑449a as the circRNA‑000911-associated microRNA. Gain- and loss-of-function assays 
indicated that miR‑449a … as the functional target of miR‑449a, and the overexpression of …"
4,"miR-449a","MiR-449a regulates autophagy to inhibit silica-induced pulmonary fibrosis through targeting Bcl2","R Han, X Ji, R Rong, Y Li, W Yao, J Yuan, Q Wu","2016",88,"… that miR-449a may play a crucial role in the progression of pulmonary fibrogenesis. Here, 
we described miR-449a as a new autophagy-regulated miRNA. Importantly, miR-449a …"
4,"miR-449a","Rno_circRNA_016194 might be involved in the testicular injury induced by long-term formaldehyde exposure via rno-miR-449a-5p mediated Atg4b activation","P Ge, X Zhang, Y Yang, M Lv, J Zhang, S Han","2021",6,"… , the rno-miR-449a-5p was predicted and … -miR-449a-5p. Moreover, bioinformatics 
analysis also prompted the potential downstream target gene for rno_circRNA_016194/rno-miR-449a-…"
4,"miR-449a","[HTML][HTML] Epigenetically regulated miR-449a enhances hepatitis B virus replication by targeting cAMP-responsive element binding protein 5 and modulating …","X Zhang, H Liu, Z Xie, W Deng, C Wu, B Qin, J Hou","2016",32,"… regulated miR-449a on HBV replication and the underlying mechanisms. miR-449a … 
direct target of miR-449a, we speculate that TSA might induce miR-449a expression to exert …"
4,"miR-449a","[HTML][HTML] Inhibition of miR-449a promotes cartilage regeneration and prevents progression of osteoarthritis in in vivo rat models","D Baek, KM Lee, KW Park, JW Suh, SM Choi","2018",50,"… Our study indicates that miR-449a may be a novel potential … In this study, we have 
investigated the function of miR-449a in the … We demonstrate that miR-449a enhances cartilage …"
5,"miR-449a","[HTML][HTML] miR-449a ameliorates acute rejection after liver transplantation via targeting procollagen-lysine1, 2-oxoglutarate5-dioxygenase 1 in macrophages","ZR Cao, WX Zheng, YX Jiang, H Chai, JH Gong","2023",3,"… miR-449a expression to be significantly reduced in macrophages and peripheral blood 
mononuclear cells. Overexpression of miR-449a … In conclusion, miR-449a and PLOD1 may be …"
5,"miR-449a","MiR-449a-5p mediates mitochondrial dysfunction and phenotypic transition by targeting Myc in pulmonary arterial smooth muscle cells","C Zhang, C Ma, L Zhang, L Zhang, F Zhang","2019",32,"… miR-449a-5p was identified as a probable candidate in hypoxic PAH and verified such a 
decreasing trend. Moreover, we identify that miR-449a-… is negatively regulated by miR-449a-5p, …"
