"page","term","title","authors","year","n_citations","abstract"
1,"miR-15b-5p","[HTML][HTML] A comprehensive review on function of miR-15b-5p in malignant and non-malignant disorders","S Ghafouri-Fard, T Khoshbakht, BM Hussen","2022",15,"… have been described for miR-15b-5p. Dysregulation of miR-15b-5p in clinical samples has 
… In this review, we discuss the role of miR-15b-5p in malignant and non-malignant conditions…"
1,"miR-15b-5p","[HTML][HTML] Circ_001209 aggravates diabetic retinal vascular dysfunction through regulating miR-15b-5p/COL12A1","F Wang, M Zhang","2021",30,"… miR-15b-5p, we further explored the regulatory mechanism of circ_001209 in diabetic 
retinopathy. In our study, we analyzed the expression of miR-15b-5p … with miR-15b-5p/COL12A1. …"
1,"miR-15b-5p","MiR-15b-5p regulates collateral artery formation by targeting AKT3 (protein kinase B-3)","LP Zhu, JP Zhou, JX Zhang, JY Wang","2017",41,"… low expression of miR-15b-5p. Moreover, we found that miR-15b-5p was highly expressed 
… We demonstrated that the overexpression of miR-15b-5p attenuated the functional recovery …"
1,"miR-15b-5p","miR-15b-5p promotes expression of proinflammatory cytokines in human placenta by inhibiting Apelin signaling pathway","SM Yadava, A Feng, N Parobchak, B Wang, T Rosen","2021",22,"… We further found that miR-15b-5p repressed Apelin protein levels and activated pro-… miR-15b-5p abundance in fetal cord arterial exosomes with a universal primer and miR-15b-5p …"
1,"miR-15b-5p","[HTML][HTML] Programming of cardiac metabolism by miR-15b-5p, a miRNA released in cardiac extracellular vesicles following ischemia-reperfusion injury","LC Pantaleão, E Loche, DS Fernandez-Twinn","2024",1,"… miR-15b-5p levels were increased in the sera of males born to … miR-15b-5p, and that some 
of the released miR-15b-5p was … Over-expression of miR-15b-5p in vitro led to loss of outer …"
1,"miR-15b-5p","Decreased miR-15b-5p/miR-155-5p levels and increased miR-134-5p/miR-652-3p levels among BD patients under lithium treatment","R Tekdemir, Y Selvi, K Altınbaş, N Koçak","2022",5,"… In the subsequent multivariate logistic regression, we found that the decrease in the miR-15b-5p 
and miR-155-5p levels and the increase in the miR-134-5p and miR-652-3p levels …"
2,"miR-15b-5p","Effect of down-regulated miR-15b-5p expression on arrhythmia and myocardial apoptosis after myocardial ischemia reperfusion injury in mice","S Niu, L Xu, Y Yuan, S Yang, H Ning, X Qin","2020",16,"… of miR-15b-5p to KCNJ2 as well as whether cardioprotective effect formed by miR-15b-5p … miR-15b-5p expression increased and KCNJ2 mRNA and protein expressions decreased …"
2,"miR-15b-5p","Evaluation of hsa-let-7d-5p, hsa-let-7g-5p and hsa-miR-15b-5p plasma levels in patients with Alzheimer's disease","E Poursaei, M Abolghasemi, S Bornehdeli","2022",13,"… However, the difference in the transcription of miR-15b-5p between the two groups was not 
statistically significant (fold change = 1.08; P = 0.76). The AROC for transcript levels of hsa-let…"
2,"miR-15b-5p","[HTML][HTML] LncRNA MEG8 promotes NSCLC progression by modulating the miR-15a-5p-miR-15b-5p/PSAT1 axis","K Guo, D Qi, B Huang","2021",25,"… mimic, control mimic, miR-15a-5p inhibitor, miR-15b-5p inhibitor, and control inhibitor were 
used in this study (GenePharma, China). Cell transfection was performed by Liposome 3000 (…"
2,"miR-15b-5p","[HTML][HTML] High glucose induces mesangial cell apoptosis through miR-15b-5p and promotes diabetic nephropathy by extracellular vesicle delivery","YC Tsai, MC Kuo, WW Hung, LY Wu, PH Wu","2020",56,"… Owing to HG causing apoptosis in mouse MCs through modulation of miR-15b-5p, we 
further investigated the potential downstream target of miR-15b-5p, which participates in HG-…"
