"page","term","title","authors","year","n_citations","abstract"
1,"miR-224","MiR-224 impairs adipocyte early differentiation and regulates fatty acid metabolism","Y Peng, H Xiang, C Chen, R Zheng, J Chai","2013",112,"… figure out the role of miR-224 during the process of adipocyte differentiation. miR-224-5p is 
… -5p inhibits 3T3-L1 adipogenesis by EGR2, we transfected miR-224-5p mimics and miR-224…"
1,"miR-224","[HTML][HTML] circSnx12 is involved in ferroptosis during heart failure by targeting miR-224-5p","H Zheng, L Shi, C Tong, Y Liu, M Hou","2021",55,"… the expression level of circSnx12 that may affect miR-224-5p expression. In the near future, 
we will verify the effects of circSnx12 and miR-224-5p overexpression or knockdown on iron …"
1,"miR-224","Transcriptional regulation of miR-224 upregulated in human HCCs by NFκB inflammatory pathways","C Scisciani, S Vossio, F Guerrieri, V Schinzari","2012",163,"… In silico analysis of the putative miR-224 promoter revealed multiple … miR-224 promoter 
and of endogenous miR-224 expression in HCC cell lines, whereas the expression of miR-224 …"
1,"miR-224","[HTML][HTML] Coronary Heart Disease-Associated Variation in TCF21 Disrupts a miR-224 Binding Site and miRNA-Mediated Regulation","CL Miller, U Haas, R Diaz, NJ Leeper, RK Kundu","2014",124,"… We synthesized miR-224 guide and passenger strands using miRBase sequences to 
generate double-stranded miR-224, which has a matched seed sequence of mature miR-224 to …"
2,"miR-224","E2F1 induces miR‐224/452 expression to drive EMT through TXNIP downregulation","S Knoll, K Fürst, B Kowtharapu, U Schmitz","2014",103,"… target of miR-224/miR-452 that induces feedback inhibition of E2F1 and show that miR-224/… 
The E2F1-miR-224/452-TXNIP axis constitutes a molecular signature that predicts patient …"
3,"miR-224","Decreased microRNA (miR)-145 and increased miR-224 expression in T cells from patients with systemic lupus erythematosus involved in lupus …","MC Lu, NS Lai, HC Chen, HC Yu","2013",127,"… and miR-224 transfection suppressed API5 protein expression. Over-expression of miR-224 … 
In conclusion, we first demonstrated that miR-145 and miR-224 were expressed aberrantly …"
3,"miR-224","[HTML][HTML] Elevated miR-33a and miR-224 in steatotic chronic hepatitis C liver biopsies","G Lendvai, K Jármay, G Karácsony","2014",37,"… miR-224 is reported to be an oncomiR that promotes … Therefore, the observed elevation of miR-224 levels in CHC-Steatosis … In contrast to the observed elevation in miR-224 levels, the …"
4,"miR-224","[HTML][HTML] Hsa_circ_0134111 promotes osteoarthritis progression by regulating miR-224-5p/CCL1 interaction","Y Liu, Y Zhang","2021",16,"… a regulatory network composed of hsa_circ_0134111, miR-224-5p, and CCL1 modulates 
IL-… binding to miR-224-5p, thereby releasing the inhibition that miR-224-5p exerts over CCL1. …"
4,"miR-224","Overexpression of miR‐224‐3p alleviates apoptosis from cerebral ischemia reperfusion injury by targeting FIP200","Y Deng, G Ma, Q Dong, X Sun, L Liu","2019",32,"… In this study, we investigated the function and explored the possible mechanism of miR-224-3p 
in cerebral I/R injury. Overexpression of miR-224-3p alleviated the apoptosis induced by …"
4,"miR-224","[HTML][HTML] LncRNA PLCD3-OT1 functions as a CeRNA to prevent age-related cataract by sponging miR-224-5p and regulating PLCD3 expression","J Xiang, Q Chen, L Kang, G Zhang","2019",39,"… expression of PLCD3 through competition for miR-224-5p. … .) to measure the expression of 
mature miR-224-5p /miRNA 296-… to determine the relative amount of miR-224-5p/miRNA 296-…"
5,"miR-224","[HTML][HTML] Blocking the LncRNA MALAT1/miR-224-5p/NLRP3 axis inhibits the hippocampal inflammatory response in T2DM with OSA","P Du, J Wang, Y Han, J Feng","2020",35,"… Our research showed that among these miRNAs, the level of miR-224-5p was most … 
bound to miR-224-5p to block the inhibition of NLRP3 expression mediated by miR-224-5p. …"
5,"miR-224","The role of LINC 00094/miR‐224‐5p (miR‐497‐5p)/Endophilin‐1 axis in Memantine mediated protective effects on blood‐brain barrier in AD microenvironment","L Zhu, M Lin, J Ma, W Liu, L Gao, S Wei","2019",37,"… -5p/miR-497-5p in BBB permeability in AD microenvironment, we first detected the 
expression of miR-224-5p/miR-497-5p in Abeta 1-42 -incubated ECs. As shown in Figure4A,F, “…"
6,"miR-224","[HTML][HTML] Pentraxin 3 regulated by miR-224-5p modulates macrophage reprogramming and exacerbates osteoarthritis associated synovitis by targeting CD32","J Yin, H Zeng, K Fan, H Xie, Y Shao, Y Lu, J Zhu","2022",25,"… of miR-224-5p prevents disease progression by targeting PTX3 [35]. In this study, we found 
that miR-224-… We also found that miR-224-5p regulates polarization and PTX3 expression in …"
6,"miR-224","[HTML][HTML] miR‑224‑5p protects dental pulp stem cells from apoptosis by targeting Rac1","W Qiao, D Li, Q Shi, H Wang","2020",21,"… number with miR‑224 transfection. Therefore, the results of the present study suggested miR‑224 in … , and also identified miR‑224 as a novel miRNA in regulating the features of DPSC. …"
6,"miR-224","[HTML][HTML] HDAC1-mediated deacetylation of HIF1α prevents atherosclerosis progression by promoting miR-224-3p-mediated inhibition of FOSL2","H Wang, K Sugimoto, H Lu, WY Yang, JY Liu","2021",17,"… -3p mimic significantly reduced the ROS level in cells, but miR-224-3p … miR-224-3p mimic 
treatment but promoted by miR-224-3p inhibitor (p < 0.05; Figure 2F). In conclusion, miR-224-…"
