"page","term","title","authors","year","n_citations","abstract"
1,"miR-152","Altered expression of MiR-148a and MiR-152 in gastrointestinal cancers and its clinical significance","Y Chen, Y Song, Z Wang, Z Yue, H Xu, C Xing","2010",265,"… and miR-152 in such cancers are lacking. Here, for the first time, we examined the expression 
of miR-148a and miR-152 … We found that miR-148a and miR-152 were down-regulated in …"
1,"miR-152","[HTML][HTML] MiR-152 Regulates Apoptosis and Triglyceride Production in MECs via Targeting ACAA2 and HSD17B12 Genes","Y Yang, X Fang, R Yang, H Yu, P Jiang, B Sun","2018",43,"… role of miR-152 in mammary epithelial cells. Our results suggested that miR-152 could regulate 
… Further study of miR-152 in lipid metabolism and apoptosis in MECs might establish this …"
1,"miR-152","miR-152-3p Modulates hepatic carcinogenesis by targeting cyclin-dependent kinase 8","T Yin, MM Liu, RT Jin, J Kong, SH Wang","2019",31,"… However, the roles of miR-152… miR-152-3p and CDK8 expression in human HCC tissues. 
We also validated that CDK8 was a direct target of miR-152-3p, and overexpression of miR-152…"
2,"miR-152","[HTML][HTML] Mir-152 regulates 3T3-L1 preadipocyte proliferation and differentiation","Y Fan, M Gan, Y Tan, L Chen, L Shen, L Niu, Y Liu","2019",25,"… In the first avenue, we found that miR-152 gradually increased during 3T3-L1 cell … the miR-152 mimic, the miR-152 inhibitor, and the negative control, we demonstrated that miR-152 …"
2,"miR-152","The role of the miR‐148/‐152 family in physiology and disease","M Friedrich, K Pracht, MF Mashreghi","2017",115,"… histone modification had only a minor impact on miR-152 regulation 29. However, further … miR-152 expression in gastric cancer cells by a so far unknown mechanism 30, while miR-152 …"
2,"miR-152","[HTML][HTML] Elevated miR-130a/miR130b/miR-152 expression reduces intracellular ATP levels in the pancreatic beta cell","JK Ofori, VA Salunkhe, A Bagge, N Vishnu, M Nagao","2017",79,"… Here, we show that miR-130a-3p, miR-130b-3p, and miR-152-3p levels are elevated in 
the pancreatic islets of hyperglycaemic donors, corroborating previous findings about their …"
2,"miR-152","[HTML][HTML] MiR-152 suppresses the proliferation and invasion of NSCLC cells by inhibiting FGF2","Z Cheng, R Ma, W Tan, LI Zhang","2014",88,"… effect of miR-152. Furthermore, the presence of miR-152 was inversely correlated with 
FGF2 in NSCLC tissues. Overall, this study demonstrated that miR-152 suppressed the …"
2,"miR-152","[HTML][HTML] Evaluation of plasma miR-21 and miR-152 as diagnostic biomarkers for common types of human cancers","H Chen, H Liu, H Zou, R Chen, Y Dou, S Sheng","2016",79,"… miR-152 as a tumor suppressor. In this study, we investigated whether circulating miR-21 and miR-152 … We observed significantly elevated expression of miR-21 and miR-152 in LuCa, …"
3,"miR-152","[HTML][HTML] Exosomal miR-152-5p and miR-3681-5p function as potential biomarkers for ST-segment elevation myocardial infarction","X Chen, F Huang, Y Liu, S Liu, G Tan","2022",12,"… rats reduced the expression of plasma exosomal miR-152-5p, and could reduce the 
inflammatory response after stroke through the TLR4/NF-κB pathway. miR-152-5p can inhibit the …"
3,"miR-152","A novel role of the miR‐152‐3p/ERRFI1/STAT3 pathway modulates the apoptosis and inflammatory response after acute kidney injury","P Ma, C Zhang, P Huo, Y Li","2020",26,"… Furthermore, downregulation of miR-152-3p attenuated lipopolysaccharide-induced … of miR-152-3p inhibitor, no matter in vivo or in vitro. Summarily, our study confirmed that miR-152-…"
3,"miR-152","Decreased serum exosomal miR-152-3p contributes to the progression of acute ischemic stroke.","P Song, H Sun, H Chen, Y Wang","2020",18,"… of serum exosome miR-152-3p in patients with AIS was significantly lower than that in healthy 
controls, indicating reduced expression of serum exosome miR-152-3p may be related to …"
4,"miR-152","MiR-152-3p regulates cell proliferation, invasion and extracellular matrix expression through by targeting FOXF1 in keloid fibroblasts","R Wang, Z Bai, X Wen, H Du, L Zhou, Z Tang, Z Yang","2019",34,"… function of miR-152 in keloid, miR-152-3p … that miR-152-3p expression was remarkably 
up-regulated in keloid tissues. In human keloid fibroblasts and normal skin fibroblasts, miR-152-…"
4,"miR-152","miR‐152 induces human dental pulp stem cell senescence by inhibiting SIRT 7 expression","S Gu, S Ran, B Liu, J Liang","2016",56,"… Here, we investigated the significance of miR-152 in HDPSC senescence. We show that miR-152 is … Sirtuin 7 (SIRT7) was identified as a target of miR-152. SIRT7 was downregulated in …"
4,"miR-152","miR-152 regulates the proliferation and differentiation of C2C12 myoblasts by targeting E2F3","M Gan, J Du, L Shen, D Yang, A Jiang, Q Li","2018",24,"… that miR-152 may play an important role in myoblast proliferation and differentiation. Here, 
we firstly explored the effect of miR-152 on myoblast proliferation by transfecting miR-152 …"
5,"miR-152","Overexpression of miR-152 leads to reduced expression of human leukocyte antigen-G and increased natural killer cell mediated cytolysis in JEG-3 cells","X Zhu, T Han, X Wang, Y Li, H Yang, Y Luo","2010",114,"… These results of previous studies suggest that miR-152 may be involved in the … miR-152 
and HLA-G in the human trophoblast cells, we analyzed the effect of the overexpressed miR-152 …"
5,"miR-152","miR‐152/LIN28B axis modulates high‐glucose‐induced angiogenesis in human retinal endothelial cells via VEGF signaling","X Fu, B Ou","2020",30,"… of miR-152 on the angiogenesis in hRECs and hRMECs upon HG condition, we achieved miR-152 … under HG or NG condition by transfection of miR-152 mimic, and performed real-time …"
5,"miR-152","[HTML][HTML] Activation of Nrf2 by miR-152 inhibits doxorubicin-induced cardiotoxicity via attenuation of oxidative stress, inflammation, and apoptosis","WB Zhang, X Lai, XF Guo","2021",42,"… miR-152 on DOX-induced cardiotoxicity in mice. To study this, we used an adeno-associated 
viral vector to overexpress miR-152 … In this study, we found that miR-152 targeted Keap1 to …"
5,"miR-152","Long-Noncoding RNA TUG1 Promotes Parkinson's Disease via Modulating MiR-152-3p/PTEN Pathway","K Zhai, B Liu, L Gao","2020",26,"… To identify the relationship between TUG1, miR-152-3p, and PD, we detected the expressions 
of TUG1 and miR-152-3p in SH-SY5Y cells treated with MPP + . The results showed that …"
