"page","term","title","authors","year","n_citations","abstract"
1,"miR-196b","Regulation of UGT2A1 by miR-196a-5p and miR-196b-5p","AK Sutliff, CJW Watson, G Chen, P Lazarus","2019",18,"… Each bar represents the amount of miR-196a-5p or miR-196b-5p bound to the UGT2A1 … 
activity observed for cells cotransfected with miR-196b-5p as compared with scrambled mimic …"
1,"miR-196b","MiR‐195, miR‐196b, miR‐181c, miR‐21 expression levels and O‐6‐methylguanine‐DNA methyltransferase methylation status are associated with clinical outcome …","R Lakomy, J Sana, S Hankeova, P Fadrus","2011",188,"… ( 9 ) MiR-196a and miR-196b expression levels are increased in glioblastomas relative to 
both anaplastic astrocytomas and normal brain tissues. Furthermore, patients with high miR-…"
1,"miR-196b","[HTML][HTML] MiR-196b affects the progression and prognosis of human LSCC through targeting PCDH-17","M Luo, G Sun, J Sun","2019",26,"… .org/vert_72/ ) were performed to analyze the targets of miR-196b, and PCDH-17 was testified 
to act as the direct target of miR-196b. The amplified PCDH-17-3′UTR was cloned in the …"
1,"miR-196b","Endothelial miR-196b-5p regulates angiogenesis via the hypoxia/miR-196b-5p/HMGA2/HIF1α loop","R Ren, K Ma, Y Jiang, J Chen, Y Kou","2023",5,"… miR-196b-5p as an angiomiR that negatively regulates endothelial growth in 
angiogenesis via the hypoxia/miR-196b… miR-196b-5p plays a central role in the hypoxia/miR-196b-5p/…"
1,"miR-196b","miR-196b targets c-myc and Bcl-2 expression, inhibits proliferation and induces apoptosis in endometriotic stromal cells","W Abe, K Nasu, C Nakada, Y Kawano","2013",148,"… hsa-miR-196b transfection. The methylation status of the miR-196b gene in ECSCs and 
the effect of a DNA demethylating agent on miR-196b expression were also examined. …"
1,"miR-196b","miR-196b is epigenetically silenced during the premalignant stage of lung carcinogenesis","CS Tellez, DE Juri, K Do, MA Picchi, T Wang, G Liu","2016",36,"… on the miR-196b promoter during HBEC transformation. Restoration of miR-196b expression 
… of the FOS oncogene, and miR-196b reexpression also significantly reduced the growth of …"
2,"miR-196b","[HTML][HTML] MiR-196b-3p and miR-450b-3p are key regulators of adipogenesis in porcine intramuscular and subcutaneous adipocytes","W Wu, K Liu, Z You, J Zhang","2023",1,"… of miR-196b-3p and miR-450b-3p on adipogenesis in adipocytes were explored. The results 
revealed that miR-196b… Our findings suggest that miR-196b-3p and miR-450b-3p are novel …"
2,"miR-196b","[HTML][HTML] Two cellular microRNAs, miR-196b and miR-1290, contribute to HIV-1 latency","P Wang, X Qu, X Zhou, Y Shen, H Ji, Z Fu, J Deng, P Lu","2015",43,"… and miR-196b inhibitor were cotransfected, the mutation or deletion of the seed match site 
completely abrogated the promotion effect of miR-196b … pairing between miR-196b and the …"
2,"miR-196b","Regulation of mir-196b by MLL and its overexpression by MLL fusions contributes to immortalization","R Popovic, LE Riesbeck, CS Velu","2009",271,"… Although MLL fusion proteins caused increased mir-196b expression, we next determined 
whether mir-196b expression was necessary to manifest the increased in vitro proliferative …"
3,"miR-196b","Gfi1 regulates miR-21 and miR-196b to control myelopoiesis","CS Velu, AM Baktula, HL Grimes","2009",214,"… miR-196b were higher in the patient than in donor with wild-type GFI1 (Figure 1E). Given 
these data, we focused further analyses upon miR-21 and miR-196B … -21, miR-196B, and GFI1 …"
3,"miR-196b","[HTML][HTML] BMSC-derived exosomal miR-27a-3p and miR-196b-5p regulate bone remodeling in ovariectomized rats","G Lai, R Zhao, W Zhuang, Z Hou, Z Yang, P He, J Wu","2022",14,"… miR-27a-3p, and human miR-196b-5p shared the same sequence of rat miR-196b-5p. The 
… Interestingly, miR-196b-5p was studied in the same way and the results were similar to miR-…"
3,"miR-196b","[HTML][HTML] miR-196b inhibits cell migration and invasion through targeting MAP3K1 in hydatidiform mole","Z Guo, L Sui, J Qi, Q Sun, Y Xu, N Zou, Y Xie","2019",16,"… miR-196b in JAR and BeWo cells. We demonstrated that MAP3K1 was a direct target of miR-196b … In summary, the present study demonstrated that miR-196b suppressed proliferation, …"
3,"miR-196b","miR-196b-5p regulates inflammatory process and migration via targeting Nras in trabecular meshwork cells","J Zhang, X Yang, Y Zong, T Yu, X Yang","2024",NA,"… (A) qRT-qPCR was employed to determine the expression levels of miR-196b-5p in NC 
group and miR-196b-5p agomir group.(B) Intraocular pressure of control,NC and miR-196b-5p …"
3,"miR-196b","[HTML][HTML] miR-196b-Mediated Translation Regulation of Mouse Insulin2 via the 5′UTR","AC Panda, I Sahu, SD Kulkarni, JL Martindale","2014",46,"… miR-196b can specifically target the 5′UTR of the long insulin2 splice isoform. Using reporter 
assays we show that miR-196b … Binding of miR-196b to the target sequence in insulin 5′…"
3,"miR-196b","[HTML][HTML] Dysregulation of Mir-196b in head and neck cancers leads to pleiotropic effects in the tumor cells and surrounding stromal fibroblasts","S Álvarez-Teijeiro, ST Menéndez, MÁ Villaronga","2017",30,"… This study is the first to investigate the role of miR-196b in the … Increased miR-196b levels 
were detected in 95% of primary … both miR-196a and miR-196b were successfully detected in …"
4,"miR-196b","miR‐196b‐5p Regulates Osteoblast and Osteoclast Differentiation and Bone Homeostasis by Targeting SEMA3A","Y Xie, J Zhou, L Tian, Y Dong, H Yuan","2023",7,"… Our study has identified that miR-196b-5p plays a key … miR-196b-5p in bone cells and 
bone homeostasis and elucidated the underlying mechanisms. The data have identified miR-196b-…"
4,"miR-196b","Over-expression of miR-196b-5p is significantly associated with the progression of myelodysplastic syndrome","J Wen, Y Huang, H Li, X Zhang, P Cheng","2017",27,"… miR-196b-5p expression decreased cell proliferation and increased apoptosis (P < 0.05). 
We concluded that over-expression of miR-196b-… of miR-196b-5p, we transfected miR-196b-5p …"
4,"miR-196b","miR‐196b‐5p controls adipocyte differentiation and lipogenesis through regulating mTORC1 and TGF‐β signaling","Y Shi, F Li, S Wang, C Wang, Y Xie, J Zhou","2020",10,"… of miR-196b-5p in adipogenesis and the mechanism involved. The data revealed that miR-196b… Supplementing miR-196b-5p in the progenitor cells stimulated adipogenic differentiation …"
4,"miR-196b","[HTML][HTML] Roles of miR-196a and miR-196b in Zebrafish Motor Function","C Yuan, H Xie, X Chen, S Yuan","2023",NA,"… , and col1a1a were decreased in the miR-196b gene knockout group. The … miR-196b 
gene knockout group compared with the wild-type group. Conclusions: miR-196a-1 and miR-196b …"
