"page","term","title","authors","year","n_citations","abstract"
1,"miR-212","miR-212/132 expression and functions: within and beyond the neuronal compartment","A Wanet, A Tacheny, T Arnould","2012",353,"… -workers analysed the pri-miR-212/132, pre-miR-212, pre-miR-132, miR-212 and miR-132 … 
of pri-miR-212/132, pre-miR-212 and pre-miR-132, which suggests that the pri-miR-212/132 …"
1,"miR-212","Vascular importance of the miR-212/132 cluster","R Kumarswamy, I Volkmann, J Beermann","2014",88,"… Additionally, we tested protein expression of the predicted targets LSM11 and MTMR10 after miR-212 or miR-132 transfection and found that miR-212, which has an additional auxiliary …"
1,"miR-212","Regulation of the miR-212/132 locus by MSK1 and CREB in response to neurotrophins","J Remenyi, CJ Hunter, C Cole, H Ando","2010",254,"… We have found that only the miR-212/132 cluster reproducibly produces miRNAs upon 
BDNF induction. Analysis of the signalling cascades required for the induction of the miR-212/…"
1,"miR-212","[HTML][HTML] miR-212-5p attenuates ferroptotic neuronal death after traumatic brain injury by targeting Ptgs2","X Xiao, Y Jiang, W Liang, Y Wang, S Cao, H Yan","2019",125,"… MiR-212-5p has previously been reported to be downregulated in extracellular vesicles 
following TBI. To investigate whether miR-212-5p … ion were increased whereas miR-212-5p was …"
1,"miR-212","MicroRNA profiling in K-562 cells under imatinib treatment: influence of miR-212 and miR-328 on ABCG2 expression","E Turrini, S Haenisch, S Laechelt","2012",97,"… of miR-212, but not of miR-328 at all tested concentrations (P=0.050). Reporter gene 
assays … miR-212 to target the 3′-UTR region of ABCG2. In contrast, transfection of anti-miR-212 …"
2,"miR-212","[HTML][HTML] miR-212-5p suppresses lipid accumulation by targeting FAS and SCD1","Y Guo, J Yu, C Wang, K Li, B Liu, Y Du","2017",47,"… miR-212-5p mimics and adenovirus-mediated miR-212-5p overexpression were used to 
determine the effect of miR-212… Results showed that miR-212-5p mimics significantly decreased …"
2,"miR-212","Effect of alcohol on miR‐212 expression in intestinal epithelial cells and its potential role in alcoholic liver disease","Y Tang, A Banan, CB Forsyth, JZ Fields","2008",343,"… The aim of the present study was to test this hypothesis by examining miR-212 and … miR-212 
expression is increased in ALD patient and that EtOH-induced over-expression of miR-212 …"
2,"miR-212","[PDF][PDF] MiR-212-5p regulates the proliferation and apoptosis of AML cells through targeting FZD5.","JF Lin, H Zeng, JQ Zhao","2018",26,"… miR-2125p. In further cellular functional experiments on Kasumi-1, we found overexpression 
of miR-212… In our study, the role of miR-212-5p during the occurrence and development of …"
2,"miR-212","[HTML][HTML] Aberrant expression of breast development-related microRNAs, miR-22, miR-132, and miR-212, in breast tumor tissues","Z Damavandi, S Torkashvand, M Vasei","2016",59,"… According to our RT-PCR data, the miR-212/miR-132 family was downregulated in breast 
cancer (0.328-fold, p<0.001), and this reduced expression was the most prominent in high-…"
2,"miR-212","MiR-212-3p improves rat functional recovery and inhibits neurocyte apoptosis in spinal cord injury models via PTEN downregulation-mediated activation of AKT …","C Guan, L Luan, J Li, L Yang","2021",18,"… , exogenously upregulating miR-212-3p expression by injection of ago-miR-212-3p into … miR-212-3p relieved tissue and cell damages, indicating that a high expression level of miR-212…"
3,"miR-212","miR‐212 downregulation contributes to the protective effect of exercise against non‐alcoholic fatty liver via targeting FGF‐21","J Xiao, Y Bei, J Liu","2016",77,"… Next, we demonstrated that miR-212 mimics increased, while miR-212 inhibitor reduced 
intracellular lipid content in HepG2 cells regardless of FFA treatment using Nile Red staining …"
3,"miR-212","MiR-212-3p inhibits LPS-induced inflammatory response through targeting HMGB1 in murine macrophages","W Chen, X Ma, P Zhang, Q Li, X Liang, J Liu","2017",35,"… by miR-212-3p mimics upon LPS injection. In conclusion, these results reveal that miR-212-3p … 
All our findings indicate that miR-212-3p may act as a potential pharmacological target for …"
3,"miR-212","[HTML][HTML] SIRT1, miR-132 and miR-212 link human longevity to Alzheimer's Disease","A Hadar, E Milanesi, M Walczak","2018",102,"… Here, we studied the expression of SIRT1 along with miR-132 and miR-212, two microRNAs 
known to regulate SIRT1, in lymphoblastoid cell lines (LCLs) from 45 healthy donors aged …"
3,"miR-212","Lncfos/mir-212-5p/casp7 axis-regulated mir-212-5p protects the brain against ischemic damage","S Li, X Qu, Z Qin, J Gao, J Li, J Liu","2023",2,"… However, the role of miR-212-5p in ischemic stroke remains unclear. This study explored … 
potential mechanism of miR-212-5p in ischemic stroke by investigating the lncfos/miR-212-5p/…"
3,"miR-212","[HTML][HTML] Comparative study of joint bioinformatics analysis of underlying potential of 'neurimmiR', miR-212-3P/miR-132-3P, being involved in epilepsy and its emerging …","L Xia, D Li, C Lin, S Ou, X Li, S Pan","2017",22,"… In humans, the miR-212/132 gene cluster exhibit similar mature … So, studying all genes 
directly target by miR-212/132 is … in this study to better understand miR-212/132 gene cluster and …"
4,"miR-212","The prognostic relevance of miR-212 expression with survival in cytogenetically and molecularly heterogeneous AML","SM Sun, V Rockova, L Bullinger, MK Dijkstra, H Döhner","2013",67,"… spline for miR-212 (df=4) was fitted to assess, whether the miR-212 expression has a linear 
… that it is appropriate to treat the miR-212 expression as a continuous linear variable. Similar …"
4,"miR-212","[HTML][HTML] MiR-212-5p exerts a protective effect in chronic obstructive pulmonary disease","Q Jia, J Chang, Q Hong, J Zhang","2018",19,"… MiR-212 was reported to be downregulated in COPD patients; however, the role of miR-212 
in COPD remains unknown. In this study, the expression level of miR-212-5p and miR-223 …"
4,"miR-212","[PDF][PDF] miR-212-3p reduced proliferation, and promoted apoptosis of fibroblast-like synoviocytes via down-regulating SOX5 in rheumatoid arthritis.","Y Liu, XL Zhang, XF Li, YC Tang","2018",34,"… -3p mimics and inhibitors, we detected the effects of miR-2123p on cell proliferation, cell cycle, 
… the target of miR-2123p. In addition, we over-expressed the SOX5 in miR-212-3p mimics …"
5,"miR-212","MicroRNA miR-212 regulates PDCD4 to attenuate Aβ25–35-induced neurotoxicity via PI3K/AKT signaling pathway in Alzheimer's disease","Y Wang, Q Chang","2020",27,"… MicroRNA (miRNA) miR-212-3p (miR-212) has been reported to dysregulated in many 
neurodegenerative diseases including AD. However, the mechanism and function of miR-212 in …"
5,"miR-212","[HTML][HTML] Exosomes derived from miR-212-5p overexpressed human synovial mesenchymal stem cells suppress chondrocyte degeneration and inflammation by …","T Zheng, Y Li, X Zhang, J Xu, M Luo","2022",17,"… On the other hand, altered miR-212-5p expression can lead to the meniscus and 
cartilage … benefit of miR-212-5p delivery in OA and whether exosomes derived from miR-212-5p …"
5,"miR-212","miR-212 and miR-132 are required for epithelial stromal interactions necessary for mouse mammary gland development","A Ucar, V Vafaizadeh, H Jarry, J Fiedler, PAB Klemmt","2010",196,"… Both miR-212 and miR-132 are expressed exclusively in mammary stroma and directly 
target the matrix metalloproteinase MMP-9. In glands that lack miR-212 … identify the miR-212/132 …"
5,"miR-212","[HTML][HTML] miR-212 Promotes Cardiomyocyte Hypertrophy through Regulating Transcription Factor 7 Like 2","J Yuan, G Yuan","2022",3,"… In addition, miR-212 targets TCF7L2 and inhibits the … that miR-212 plays a role in promoting 
CH, but its mechanism has not been fully revealed [16, 17]. This research selects miR-212 …"
