"page","term","title","authors","year","n_citations","abstract"
1,"miR-152-3p","miR-152-3p Modulates hepatic carcinogenesis by targeting cyclin-dependent kinase 8","T Yin, MM Liu, RT Jin, J Kong, SH Wang","2019",31,"… the roles of miR-152-3p in … miR-152-3p and CDK8 expression in human HCC tissues. 
We also validated that CDK8 was a direct target of miR-152-3p, and overexpression of miR-152-3p …"
1,"miR-152-3p","Decreased serum exosomal miR-152-3p contributes to the progression of acute ischemic stroke.","P Song, H Sun, H Chen, Y Wang","2020",18,"… Then, we examined the level of miR-152-3p in exosomes in AIS patients and healthy 
controls. RT-PCR showed that the expression of miR-152-3p in serum exosomes of AIS patients …"
1,"miR-152-3p","MiR-152-3p regulates cell proliferation, invasion and extracellular matrix expression through by targeting FOXF1 in keloid fibroblasts","R Wang, Z Bai, X Wen, H Du, L Zhou, Z Tang, Z Yang","2019",34,"… -152 in keloid, miR-152-3p expression was … miR-152-3p expression was remarkably up-regulated 
in keloid tissues. In human keloid fibroblasts and normal skin fibroblasts, miR-152-3p …"
1,"miR-152-3p","Long-Noncoding RNA TUG1 Promotes Parkinson's Disease via Modulating MiR-152-3p/PTEN Pathway","K Zhai, B Liu, L Gao","2020",26,"… of miR-152-3p was downregulated. Further research showed that TUG1 sponged and regulated miR-152-3p … cells was significantly inhibited by the miR-152-3p inhibitor. Thus, knocking …"
2,"miR-152-3p","[HTML][HTML] Tilianin improves cognition in a vascular dementia rodent model by targeting miR-193b-3p/CaM-and miR-152-3p/CaMKIIα-mediated inflammatory and …","T Sun, L Tan, M Liu, L Zeng, K Zhao, Z Cai","2023",3,"… We observed that two miRNAs, namely miR-193b-3p and miR-152-3p, played a prominent 
protective role in the cognitive improvement of tilianin against VaD, which inhibited the CaM/…"
2,"miR-152-3p","LncRNA CASC2 alleviates sepsis-induced acute lung injury by regulating the miR-152-3p/PDK4 Axis","L Zhu, D Shi, J Cao, L Song","2022",14,"… of anti-miR-152-3p on miR-152-3p level was significant ( Figure 5d ). PDK4 protein expression 
was downregulated by miR-152-3p overexpression, while miR-152-3p inhibitor exerted a …"
2,"miR-152-3p","DNMT1-induced miR-152-3p suppression facilitates cardiac fibroblast activation in cardiac fibrosis","SS Xu, JF Ding, P Shi, KH Shi, H Tao","2021",11,"… methylation regulates miR-152-3p to slow … miR-152-3p control CFs proliferation via 
Wnt1/β-catenin signaling pathway. This research shows DNMT1 epigenetic silencing of miR-152-3p …"
3,"miR-152-3p","A novel role of the miR‐152‐3p/ERRFI1/STAT3 pathway modulates the apoptosis and inflammatory response after acute kidney injury","P Ma, C Zhang, P Huo, Y Li","2020",26,"… Furthermore, downregulation of miR-152-3p attenuated lipopolysaccharide-induced … miR-152-3p inhibitor, no matter in vivo or in vitro. Summarily, our study confirmed that miR-152-3p …"
3,"miR-152-3p","[HTML][HTML] Excessive miR-152-3p results in increased BAFF expression in SLE B-cells by inhibiting the KLF5 expression","S Luo, S Ding, Y Liu","2019",28,"… Our study confirmed that KLF5 was the target gene of miR-152-3p. The upregulated miR-152-3p 
inhibited KLF5 expression in SLE B-cells, resulting in lower levels of KLF5 in B-cells of …"
3,"miR-152-3p","Plasma levels of hsa-miR-152-3p are associated with diabetic nephropathy in patients with type 2 diabetes","M Roux, C Perret, E Feigerlova","2018",29,"… We observed strong evidence for the association of hsa-miR-152-3p plasma levels and 
DN in patients with T2D, confirming an association previously observed in patients with type 1 …"
