"page","term","title","authors","year","n_citations","abstract"
1,"miR-135a","[PDF][PDF] MiR-135a-5p is critical for exercise-induced adult neurogenesis","M Pons-Espinal, C Gasperini, MJ Marzi, C Braccia","2019",44,"… upon transduction with sh-miR-135a and significantly reduced upon transduction with 
sponge for miR-135a compared with controls (Figure 3A). We injected the miR135a sponge or a …"
1,"miR-135a","[HTML][HTML] MicroRNAs miR-124 and miR-135a are potential regulators of the mineralocorticoid receptor gene (NR3C2) expression","S Sõber, M Laan, T Annilo","2010",148,"… that miR-124 and miR-135a suppress NR3C2 3′UTR … binding of miR-124 and miR-135a 
to NR3C2 3′UTR contributes … , miR-124 and miR-135a could participate in the regulation of …"
1,"miR-135a","[HTML][HTML] Evaluation of miR‑135a/b expression in endometriosis lesions","R Petracco, ACDO Dias, HS Taylor","2019",27,"… miR‑135a/… miR‑135a/b were determined by reverse transcription quantitative polymerase 
chain reaction assays using U6 as a housekeeping control. The expression levels of miR‑135a …"
1,"miR-135a","miR-135a-5p-mediated downregulation of protein tyrosine phosphatase receptor delta is a candidate driver of HCV-associated hepatocarcinogenesis","N Van Renne, AAR Suarez, FHT Duong, C Gondeau","2018",65,"… We identified miR-135a-5p as a mechanistic regulator of hepatic PTPRD expression in … 
by suppressing its regulator PTPRD via upregulation of miR-135a-5p. Our results show the …"
1,"miR-135a","miR-135a contributes to paclitaxel resistance in tumor cells both in vitro and in vivo","A Holleman, I Chung, RR Olsen, B Kwak, A Mizokami","2011",132,"… of miR-135a expression in vivo, we examined miR-135a expression in … miR-135a target 
and suggest miR-135a-mediated APC downregulation as one possible mechanism for miR-135a…"
1,"miR-135a","circRNA_010383 acts as a sponge for miR-135a, and its downregulated expression contributes to renal fibrosis in diabetic nephropathy","F Peng, W Gong, S Li, B Yin, C Zhao, W Liu, X Chen","2021",122,"… Next, we showed that circRNA_010383 functions as a sponge for miR-135a, the expression 
… circRNA in DN that negatively regulates renal fibrosis by acting as a sponge for miR-135a. …"
1,"miR-135a","[HTML][HTML] Abnormal expression of miR‑135a in patients with depression and its possible involvement in the pathogenesis of the condition","Y Ding, M Zhong, B Qiu, C Liu","2021",13,"… that treatment with miR‑135a mimic significantly inhibited the … of the present study indicate 
that miR‑135a may be a novel … target gene of miR-135a, and miR-135a suppressed oxidative …"
2,"miR-135a","[HTML][HTML] Serum-based microRNA biomarkers for major depression: MiR-16, miR-135a, and miR-1202","A Gheysarzadeh, N Sadeghifard","2018",72,"… we observed that the down-regulation of miR-135a expression levels is exhibited in the serum 
… pattern with miR-16 and miR-135a and it decreased in serum of patients with depression. …"
2,"miR-135a","MiR-135a-5p represses proliferation of HNSCC by targeting HOXA10","L Guo, G Ding, W Xu, H Ge, Y Jiang","2018",46,"… miR-135a-5p and HOXA10 in modulating HNSCC development. Furthermore, we made some 
comparison between the effects of miR-135a… Citation 14 Our study confirms that miR-135a-…"
2,"miR-135a","MiR-135a promotes renal fibrosis in diabetic nephropathy by regulating TRPC1","F He, F Peng, X Xia, C Zhao, Q Luo, W Guan, Z Li, X Yu","2014",153,"… However, we generated a different mutant of TRPC1 3′-UTR, involving the putative miR-135a-binding 
site, and demonstrated that miR-135a significantly decreased the luciferase …"
