"page","term","title","authors","year","n_citations","abstract"
1,"miR-381","MicroRNAs, miR-154, miR-299-5p, miR-376a, miR-376c, miR-377, miR-381, miR-487b, miR-485-3p, miR-495 and miR-654-3p, mapped to the 14q32. 31 locus …","A Formosa, EK Markert, AM Lena, D Italiano","2014",341,"miRNAs act as oncogenes or tumor suppressors in a wide variety of human cancers, including 
prostate cancer (PCa). We found a severe and consistent downregulation of miRNAs, miR…"
1,"miR-381","[HTML][HTML] miR-381 regulates neural stem cell proliferation and differentiation via regulating Hes1 expression","X Shi, C Yan, B Liu, C Yang, X Nie, X Wang, J Zheng","2015",69,"… In conclusion, miR–381 played … miR–381 mimics could promote the expression of miR–381 
in neural stem cells (Fig 2A). CCK–8 analysis demonstrated that overexpression of miR–381 …"
1,"miR-381","[HTML][HTML] The PTTG1-targeting miRNAs miR-329, miR-300, miR-381, and miR-655 inhibit pituitary tumor cell tumorigenesis and are involved in a p53/PTTG1 regulation …","H Liang, R Wang, C Diao, J Li, J Su, S Zhang","2015",81,"… To further support the finding that miR-329, miR-300, miR-381 and … miR-381 and miR-655-treated 
GH3 and MMQ cells. We observed that overexpression of miR-329, miR-300, miR-381 …"
2,"miR-381","[HTML][HTML] Metformin-repressed miR-381-YAP-snail axis activity disrupts NSCLC growth and metastasis","D Jin, J Guo, Y Wu, W Chen, J Du, L Yang","2020",51,"… We observed that miR-381 expression is negatively correlated with YAP … of miR-381-YAP-Snail 
axis activity disrupts NSCLC growth and metastasis. Thus, we believe that the miR-381-…"
2,"miR-381","NEAT1 contributes to neuropathic pain development through targeting miR‐381/HMGB1 axis in CCI rat models","LX Xia, C Ke, JM Lu","2018",68,"… that miR-381 was decreased significantly in CCI rats. By using bioinformatics analysis, miR-381 … a negative correlation between miR-381 and NEAT1. Inhibition of NEAT1 can induce …"
2,"miR-381","[HTML][HTML] Overexpression of miR-381 relieves neuropathic pain development via targeting HMGB1 and CXCR4","LY Zhan, SQ Lei, BH Zhang, WL Li, HX Wang","2018",35,"… Therefore, in our study, we aimed to investigate the effects of miR-381 on the process of … 
targets of miR-381. Therefore, we hypothesized that miR-381 restrained neuropathic pain …"
2,"miR-381","[HTML][HTML] miR-381 attenuates peripheral neuropathic phenotype caused by overexpression of PMP22","JS Lee, G Kwak, HJ Kim, HT Park, BO Choi","2019",33,"… Next, we examined whether miR-381 could regulate … deliver miR-381 into the sciatic 
nerve, we cloned human miR-381 and generated lentiviral particle expressing miR-381 (LV-miR-381…"
2,"miR-381","[HTML][HTML] Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug …","Y Xu, SJ Ohms, Z Li, Q Wang, G Gong, Y Hu, Z Mao","2013",95,"… We experienced difficulties in performing experiments with either the miR-381 or miR-495 … 
To further confirm the potential role of miR-381 or miR-495 in regulating P-gp expression, …"
3,"miR-381","[HTML][HTML] miR-381-3p Inhibits Intramuscular Fat Deposition through Targeting FABP3 by ceRNA Regulatory Network","Y Jiang, J Liu, H Liu, W Zhang, X Li, L Liu, M Zhou","2022",6,"… of miR-381-3p while overexpressed lncRNA4789 attenuated the effect … miR-381-3p on 
FABP3 by sponging miR-381-3p. Cell function verification experiment demonstrated that miR-381-…"
3,"miR-381","MiR-381 negatively regulates cardiomyocyte survival by suppressing Notch signaling","L Lu, H Zhang, W Dong, W Peng, J Yang","2018",10,"… The aim of this study is to reveal the function of miR-381 in … The expression of miR-381 in 
these models was assessed by … The predicted binding of miR-381 to Jag1 3′ untranslated …"
