"page","term","title","authors","year","n_citations","abstract"
1,"miR-92a","[HTML][HTML] miR-92a family and their target genes in tumorigenesis and metastasis","M Li, X Guan, Y Sun, J Mi, X Shu, F Liu, C Li","2014",NA,"… of miR-92a family was detected in multiple cancers, and the disturbance of miR-92a family 
was … In this review, the progress on the relationship between miR-92a family and their target …"
1,"miR-92a","Efficiency and target derepression of anti-miR-92a: results of a first in human study","WT Abplanalp, A Fischer, D John, AM Zeiher","2020",NA,"… -miR-92a efficiently inhibits miR-92a in the peripheral blood compartment and derepresses miR-92a … effect of anti-miR-92a treatment in humans on miR-92a expression in several blood …"
1,"miR-92a","The expression profiling of serum miR-92a, miR-134 and miR-375 in acute ischemic stroke","AT Salman, O Shaker, SS Elshaer, A Elshafei","2022",NA,"… Based on these studies, miR-92a was selected to be … miR-92a may act as a potential 
noninvasive atherosclerosis marker in essential hypertensive patients [35]. In addition, miR-92a …"
1,"miR-92a","[HTML][HTML] MiR-486 and miR-92a identified in circulating HDL discriminate between stable and vulnerable coronary artery disease patients","LS Niculescu, N Simionescu, GM Sanda, MG Carnuta","2015",NA,"… A large-scale miRNA profiling in human umbilical vein endothelial cells identified miR-92a … 
we report that serum PON1 activity correlates negatively with miR-92a, miR-486 and miR-122 …"
2,"miR-92a","Circulating endothelial microparticles and miR-92a in acute myocardial infarction","Y Zhang, J Cheng, F Chen, C Wu, J Zhang","2017",NA,"… miR-92a in plasma was higher in AMI than SCAD, and in SCAD than controls. Since high level 
of miR-92a … development of atherosclerotic lesions, and miR-92a can serve as a valuable …"
2,"miR-92a","[HTML][HTML] MiR‑30e and miR‑92a are related to atherosclerosis by targeting ABCA1","Z Wang, J Zhang, S Zhang, S Yan","2019",NA,"… We found that ABCA1 is a potential target of miR-30e and miR-92a. To understand whether 
… and miR-92a, HepG2 cells were transfected with mimic or inhibitor of miR-30e or miR-92a. …"
2,"miR-92a","[HTML][HTML] MiR-92a family: a novel diagnostic biomarker and potential therapeutic target in human cancers","M Jiang, X Li, X Quan, X Li, B Zhou","2019",NA,"… Purpose: This study tried to explore whether members of miR-92a … miR-92a family for human 
cancers. Therefore, we performed this research to evaluate the performance of the miR-92a …"
2,"miR-92a","miR-25 and miR-92a regulate insulin I biosynthesis in rats","D Setyowati Karolina, S Sepramaniam, HZ Tan","2013",NA,"… reduced insulin expression while inhibition of miR-25 and miR-92a expression using … -miR-25 
or miR-92a. Interestingly, we found the binding site of miR-25 and miR-92a to overlap with …"
2,"miR-92a","[HTML][HTML] Phenotypic Characterization of miR-92a−/− Mice Reveals an Important Function of miR-92a in Skeletal Development","D Penzkofer, A Bonauer, A Fischer, A Tups","2014",NA,"… Here we show that germline deletion of miR-92a in … MiR-92a −/− mice are born at a reduced 
Mendelian ratio, but surviving mice are viable and fertile. However, body weight of miR-92a −…"
3,"miR-92a","Identification of miR-22-3p, miR-92a-3p, and miR-137 in peripheral blood as biomarker for schizophrenia","J Ma, S Shang, J Wang, T Zhang, F Nie, X Song","2018",NA,"… Shi et al. found nine miRNAs, including miR-92a, were aberrantly expressed in the … miR-92a 
in schizophrenia has not been explored, and the integrative impact of miR-22-3p, miR-92a …"
