"page","term","title","authors","year","n_citations","abstract"
1,"miR-200b","Pancreatic cancers epigenetically silence SIP1 and hypomethylate and overexpress miR-200a/200b in association with elevated circulating miR-200a and miR-200b …","A Li, N Omura, SM Hong, A Vincent, K Walter, M Griffith","2010",NA,"… In addition to reporting on the aberrant methylation of miR-200a/miR-200b in pancreatic … 
and miR-200b on E-cadherin and SIP1 expression and show that miR-200a and miR-200b …"
1,"miR-200b","[HTML][HTML] Regulatory functions of miR‑200b‑3p in tumor development","S Chen, Y Tu, H Yuan, Z Shi, Y Guo","2022",NA,"… In this context, miR‑200b‑3p, one particular member of the miR‑… studies on the involvement 
of miR‑200b‑3p in tumors, … a summary of the functions of miR-200b-3p in different types of …"
1,"miR-200b","The role of microRNAs miR-200b and miR-200c in TLR4 signaling and NF-κB activation","EB Wendlandt, JW Graff, TL Gioannini","2012",NA,"… miR-200b or miR-200c significantly decreased expression of MyD88, whereas TLR4, IRAK-1 
and TRAF-6 mRNAs were unaffected. When miR-200b … define miRNAs miR-200b and miR-…"
1,"miR-200b","miR-200b mediates post-transcriptional repression of ZFHX1B","NR Christoffersen, A Silahtaroglu, UA Ørom","2007",NA,"… and miR-200b are regionally coexpressed in the adult mouse brain and that miR-200b … 
Overexpression of miR-200b leads to repression of endogenous ZFHX1B, and inhibition of …"
1,"miR-200b","Expression profiles of miR-29c, miR-200b and miR-375 in tumour and tumour-adjacent tissues of head and neck cancers","K Hudcova, M Raudenska, J Gumulec, H Binkova","2016",NA,"… miR-200b-5p is a key regulator of epithelial-mesenchymal … miR-200b resulted in increased 
expression of both miR-200b… between hsa-miR-200b-5p and hsa-miR-200b-3p expressions …"
1,"miR-200b","miR-200b and miR-429 function in mouse ovulation and are essential for female fertility","H Hasuwa, J Ueda, M Ikawa, M Okabe","2013",NA,"… in female mice lacking the microRNAs miR-200b and miR-429. … Our results reveal roles 
for miR-200b and miR-429, and their … to require miR-200b and miR-429 to support ovulation. …"
1,"miR-200b","Regulation of vascular endothelial growth factor signaling by miR-200b","YC Choi, S Yoon, Y Jeong, J Yoon, K Baek","2011",NA,"… synthetic miR-200b reduced protein levels of VEGF, Flt-1, and KDR. In A549 cells, miR-200b … 
When transfected with miR-200b, the ability of HUVECs to form a capillary tube on Matrigel …"
2,"miR-200b","Plasma levels of miR‐29b and miR‐200b in type 2 diabetic retinopathy","ME Dantas da Costa e Silva, ER Polina","2019",NA,"… Moreover, plasma levels of miR-200b were lower in patients with type 2 diabetes as 
compared to blood donors, indicating that miR-200b may also be associated with type 2 diabetes …"
2,"miR-200b","[HTML][HTML] Difference in expression of hepatic microRNAs miR-29c, miR-34a, miR-155, and miR-200b is associated with strain-specific susceptibility to dietary …","IP Pogribny, A Starlard-Davenport, VP Tryndyak","2010",NA,"… aberrant expression of miR-155 and miR-200b, we transfected mouse primary hepatocytes 
… with miR-200b (Figure 5). Similarly, transfection of hepatocytes with miR-200b upregulated …"
2,"miR-200b","[HTML][HTML] The role of miR-200b/c in balancing EMT and proliferation revealed by an activity reporter","PN Gollavilli, B Parma, A Siddiqui, H Yang, V Ramesh","2021",NA,"… on miR-200b/c activity. The system was further combined with a CRISPR-Cas9 screening 
platform to unbiasedly identify miR-200b/… , as profiling of sorted cells indicated miR-200b/c as a …"
2,"miR-200b","[HTML][HTML] miR-200b targets Ets-1 and is down-regulated by hypoxia to induce angiogenic response of endothelial cells","YC Chan, S Khanna, S Roy, CK Sen","2011",NA,"… This study provides the first evidence that hypoxia-sensitive miR-200b is involved in … 
whether miR-200b arrests angiogenesis via direct targeting of ZEB1 and ZEB2. miR-200b mimic …"
2,"miR-200b","[HTML][HTML] miR-200b precursor can ameliorate renal tubulointerstitial fibrosis","S Oba, S Kumano, E Suzuki, H Nishimatsu","2010",NA,"… miR-200b on tubulointerstitial fibrosis, we injected miR-200b … , miR-200b being strongly 
induced, and that miR-200b … -200 family, and miR-200b specifically, might constitute novel …"
2,"miR-200b","Down‐regulation of the microRNAs miR‐34a, miR‐127, and miR‐200b in rat liver during hepatocarcinogenesis induced by a methyl‐deficient diet","VP Tryndyak, SA Ross, FA Beland","2009",NA,"… , miR-127, miR-16a, and miR-200b during development of HCC in rats induced by a methyl-… 
miR-16a, miR-127, and miR-200b expression. These miRNAs displayed the most prominent …"
3,"miR-200b","miR-200b targets GATA-4 during cell growth and differentiation","CX Yao, QX Wei, YY Zhang, WP Wang, LX Xue","2013",NA,"… To elucidate the specific role of miR-200b in cell … -miR-200b to upregulate endogenous miR-200b and subsequently plated in 96-well plates to measure cell viability. The miR-200b level …"
3,"miR-200b","[HTML][HTML] miR-200b is involved in intestinal fibrosis of Crohn's disease","Y Chen, W Ge, L Xu, C Qu, M Zhu","2012",NA,"… The results of this study showed that administration of miR-200b could partially … that miR-200b 
was overexpressed in the serum of the fibrosis group. The results suggest that miR-200b …"
3,"miR-200b","[HTML][HTML] Integrated bioinformatics analysis reveals function and regulatory network of miR-200b-3p in endometriosis","W Hu, Q Xie, Y Xu, X Tang, H Zhao","2020",NA,"… and potential regulatory network of miR-200b-3p in … miR-200b-3p and the network it regulates 
were investigated using bioinformatics tools. Altogether, our results showed that miR-200b…"
3,"miR-200b","[HTML][HTML] The role of MiR-375-3p and MiR-200b-3p in gastrointestinal stromal tumors","U Gyvyte, R Lukosevicius, R Inciuraite","2020",NA,"… Here we found that miR-200b-3p negatively affected cell migration rates and lowered 
expression of ETV1 and EGFR proteins in GIST cells. ETV1 is another important player in GIST …"
3,"miR-200b","miR-200b mediates endothelial-to-mesenchymal transition in diabetic cardiomyopathy","B Feng, Y Cao, S Chen, X Chu, Y Chu","2016",NA,"… Studies from our laboratory have demonstrated that miR-200b is a key mediator of 
EndMT … of miR-200b is a potential therapeutic approach to prevent EndMT. To test miR-200b–…"
4,"miR-200b","[HTML][HTML] miR-200b inhibits TGF-β1-induced epithelial-mesenchymal transition and promotes growth of intestinal epithelial cells","Y Chen, Y Xiao, W Ge, K Zhou, J Wen, W Yan","2013",NA,"… We further divided IBD into CD and UC and analyzed the expression of miR-200b in them. 
We found that the miR-200b decreased significantly in affected tissues compared with …"
5,"miR-200b","MiR-200a and miR-200b restrain inflammation by targeting ORMDL3 to regulate the ERK/MMP-9 pathway in asthma","XJ Duan, X Zhang, LR Li, JY Zhang","2020",NA,"… -200a inhibitor and miR-200b inhibitor groups. MiR-200a and miR-200b played synergistic 
… increased in miR-200a inhibitor and miR-200b inhibitor groups and were rescued by ERK …"
5,"miR-200b","MiR-200b is involved in Tgf-β signaling to regulate mammalian palate development","JO Shin, JM Lee, KW Cho, S Kwak, HJ Kwon","2012",NA,"… miR-200b in palatogenesis has not been elucidated. In this study, the molecular interactions 
between miR-200b … palate development by overexpressing miR-200b using lentiviruses. We …"
