"page","term","title","authors","year","n_citations","abstract"
1,"miR-203","[HTML][HTML] miR-203 represses 'stemness' by repressing ΔNp63","AM Lena, R Shalom-Feuerstein","2008",498,"… We also show that miR-203 overexpression in proliferating … that miR-203 is downregulated 
during the epithelial commitment of embryonic stem cells, and that overexpression of miR-203 …"
1,"miR-203","[HTML][HTML] Protein kinase C-dependent upregulation of miR-203 induces the differentiation of human keratinocytes","E Sonkoly, T Wei, EP Lorie, H Suzuki, M Kato","2010",165,"… Furthermore, we characterized the signal pathways involved in the regulation of miR-203 
and the functional consequence of miR-203 dysregulation during keratinocyte differentiation. …"
1,"miR-203","[HTML][HTML] Methylation of miR-34a, miR-34b/c, miR-124-1 and miR-203 in Ph-negative myeloproliferative neoplasms","CS Chim, TS Wan, KY Wong, TK Fung","2011",59,"… miR-203 will confer proliferative advantage to the tumor cells [27–29]. In contrast to a previous 
report which showed miR-203 … ], we demonstrated that miR-203 was hypermethylated in …"
2,"miR-203","MiR‐182 and miR‐203 induce mesenchymal to epithelial transition and self‐sufficiency of growth signals via repressing SNAI2 in prostate cells","Y Qu, WC Li, MR Hellem, K Rostad","2013",106,"… miR-203. Knock-down of SNAI2 in EPT1 cells phenocopied re-expression of either miR-182 
or miR-203 … We conclude that miR-182 and miR-203 induce MET features and growth factor …"
2,"miR-203","miR‐203 inhibits proliferation of HCC cells by targeting survivin","W Wei, L Wanjun, S Hui, C Dongyue","2013",76,"… MiR-203 mimics was transfected into HepG2 cells to enhance miR-203 expression, and miR-203 inhibitor was transfected into HepG2 cells to inhibit miR-203 expression. The effect of …"
2,"miR-203","[PDF][PDF] Effect of miR-203 expression on myocardial fibrosis","Q He, CM Wang, JY Qin, YJ Zhang","2017",30,"… However, the effect of miR-203 on myocardial fibrosis remains unclear. Therefore, … miR-203 
can inhibit the fibrosis. Therefore, in this study, the effect of differential expression of miR-203 …"
3,"miR-203","CircRUNX2 through has‐miR‐203 regulates RUNX2 to prevent osteoporosis","Q Yin, J Wang, Q Fu, S Gu, Y Rui","2018",54,"… levels of miR-203, … miR-203 and circRUNX2, biotin-labelled miR-203 and its mutant mimics 
were used to pull down circRUNX2 in hBMSCs, the results revealed that wild-type miR-203 …"
3,"miR-203","Altered expression of miR‐21, miR‐125b, and miR‐203 indicates a role for these microRNAs in oral lichen planus","K Danielsson, YB Wahlin, X Gu","2012",68,"… The aim of this study was to investigate the expression of miR-21, miR-125b, and miR-203 
and to compare RNA levels of their potential targets, the tumor suppressor p53 and its relative …"
3,"miR-203","[HTML][HTML] miR-203 inhibits ovarian tumor metastasis by targeting BIRC5 and attenuating the TGFβ pathway","B Wang, X Li, G Zhao, H Yan, P Dong, H Watari","2018",70,"… gene of miR-203, we hypothesized that miR-203 … miR-203-expressing and control SKOV3 
and OVCAR3 cells by detecting phospho-SMAD2 using Western blot. As expected, miR-203 …"
4,"miR-203","Epigenetic inactivation of the hsa‐miR‐203 in haematological malignancies","CS Chim, KY Wong, CY Leung","2011",135,"… Furthermore, if miR-203 is a TSG, restoration of miR-203 expression is expected to inhibit 
cellular proliferation or induce cell death. Indeed, in this study, restoration of miR-203 …"
4,"miR-203","Long noncoding RNA LINC00958 accelerates gliomagenesis through regulating miR-203/CDK2","E Guo, C Liang, X He, G Song, H Liu, Z Lv","2018",38,"… Bioinformatics programs and luciferase reporter assay revealed that miR-203 shared … 
through miR-203-CDK2 regulation, providing a novel insight into glioma tumorigenesis. …"
4,"miR-203","Inhibition of miR-203 reduces spontaneous recurrent seizures in mice","ST Lee, D Jeon, K Chu, KH Jung, J Moon","2017",55,"… of miR-203 is conserved in the mouse (mmu-miR-203) and human (hsa-miR-203) genomes 
… To reproduce the upregulation of miR-203 in human epilepsy, we measured the miR-203 …"
5,"miR-203","Aberrant expression of miR-203 and its clinical significance in gastric and colorectal cancers","Y Chiang, Y Song, Z Wang, Y Chen, Z Yue, H Xu","2011",138,"… In the present study, we examined the expression levels of miR-203 in a large number of … 
Moreover, we also found an interesting correlation between low expression of miR-203 and …"
5,"miR-203","[HTML][HTML] Inhibition of BCR/ABL protein expression by miR-203 sensitizes for imatinib mesylate","Y Li, Y Yuan, K Tao, X Wang, Q Xiao, Z Huang","2013",58,"… of miR-203 in CML patient samples and found that miR-203 was … that enforced expression 
of miR-203 was able to inhibit … Moreover, interference BCR/ABL expression with miR-203 …"
