"page","term","title","authors","year","n_citations","abstract"
1,"miR-21a","[HTML][HTML] MicroRNAs miR-21a and miR-93 are down regulated in peripheral blood mononuclear cells (PBMCs) from patients with type 1 diabetes","F Salas-Pérez, E Codner, E Valencia, C Pizarro","2013",121,"… AIM: We investigated the expression profile of miR-21a and … RESULTS: MiR-21a was 
significantly underexpressed in … 11mM and 25mM, miR-21a expression decreased in controls and …"
1,"miR-21a","Exosomal miR-21a-5p mediates cardioprotection by mesenchymal stem cells","KM Luther, L Haar, M McGuinness, Y Wang","2018",175,"… affected intracellular levels of miR-21a-5p, we treated primary miR-21a KO NMVMs with WT 
… increase in miR-21a-5p (over background) 18 h later, with no change in pre-miR-21a levels …"
1,"miR-21a","[HTML][HTML] Dynamic release of neuronal extracellular vesicles containing miR‐21a‐5p is induced by hypoxia","N Korvenlaita, M Gómez‐Budia, F Scoyni","2023",9,"… miR‐21a‐5p as the most prominently deregulated neuronal miRNA in a mouse model of 
ischemic stroke and provide data to support the role of miR‐21a‐… data show that miR‐21a‐5p is …"
1,"miR-21a","[HTML][HTML] Exosomes released from neural progenitor cells and induced neural progenitor cells regulate neurogenesis through miR-21a","Y Ma, C Li, Y Huang, Y Wang, X Xia","2019",74,"… of miRNAs between EXOs and iEXOs, in which miR-21a was highly enriched in EXOs but 
not iEXOs. We further identified miR-21a as a novel regulator of neurogliogenic commitment, …"
1,"miR-21a","[HTML][HTML] TNF-α stimulation enhances the neuroprotective effects of gingival MSCs derived exosomes in retinal ischemia-reperfusion injury via the MEG3/miR-21a-5p …","Z Yu, Y Wen, N Jiang, Z Li, J Guan, Y Zhang, C Deng","2022",54,"Retinal ischemia-reperfusion injury (IRI) is one of the main pathogenic mechanisms of 
glaucoma, which are largely unknown, including neuroinflammation and neuronal death in the …"
1,"miR-21a","Mesenchymal stem cell-derived exosomal miR-21a-5p promotes M2 macrophage polarization and reduces macrophage infiltration to attenuate atherosclerosis","J Ma, L Chen, X Zhu, Q Li, L Hu","2021",51,"… miR-21a-5p promoted M2 polarization of RAW264.7 cells by suppressing KLF6 expression. 
MSC-derived exosomes containing miR-21a… MSC-derived exosomes containing miR-21a-5p …"
1,"miR-21a","[HTML][HTML] Bone marrow mesenchymal stem cell-derived exosomal miR-21a-5p alleviates renal fibrosis by attenuating glycolysis by targeting PFKM","S Xu, YC Cheuk, Y Jia, T Chen, J Chen, Y Luo","2022",16,"… To explore the role of miR-21a-5p, we predicted the potential target genes of miR-21a-5p … 
Both databases suggested that PFKM is a potential target gene of miR-21a-5p (Fig. 5A). To …"
1,"miR-21a","MiR-21a-5p suppresses bisphenol A-induced pre-adipocyte differentiation by targeting map2k3 through MKK3/p38/MAPK","X Xie, J Song, G Li","2016",43,"… (miR-21a-5p) is reported to regulate the adipogenic differentiation. Our study showed that miR-21a-… and adiponectin, and the induction was inhibited by miR-21a-5p mimics transfection. …"
1,"miR-21a","[HTML][HTML] Anti-angiogenic miR-222, miR-195, and miR-21a plasma levels in T1DM are improved by metformin therapy, thus elucidating its cardioprotective effect: The …","FW Ahmed, S Bakhashab, IT Bastaman","2018",26,"… We found plasma miR-21a expression to be significantly higher in T1DM in both the TG V1 
… plasma and urine miR-21a levels in T1DM versus controls [25]. Increased miR-21a levels in …"
1,"miR-21a","LncRNA KCNQ1OT1 ameliorates particle-induced osteolysis through inducing macrophage polarization by inhibiting miR-21a-5p","X Gao, J Ge, W Li, W Zhou, L Xu","2018",42,"… as a miR-21a-5p decoy and miR-21a-5p directly targeted the 3′UTR of IL-10 in RAW264.7 
cells, we suspected that KCNQ1OT1 could regulate IL-10 expression by miR-21a-5p in …"
2,"miR-21a","miR‐21a negatively modulates tumor suppressor genes PTEN and miR‐200c and further promotes the transformation of M2 macrophages","N Li, JF Qin, X Han, FJ Jin, JH Zhang","2018",21,"… miR-21a could influence M2 macrophage transformation by regulating PTEN expression. In 
this study, we identified how miR-21a … upon the use of a miR-21a inhibitor. Using a cytokine …"
2,"miR-21a","Long Noncoding RNA GAS5 Suppresses 3T3-L1 Cells Adipogenesis Through miR-21a-5p/PTEN Signal Pathway","H Liu, H Li, L Jin, G Li, S Hu, C Ning, J Guo","2018",40,"… -5p and 3T3-L1 cells proliferation, and our results indicated that overexpressing GAS5 
could significantly inhibit miR-21a-5p expression and strongly repress cells viability. Out of our …"
2,"miR-21a","M1 Macrophage exosomes MiR‐21a‐5p aggravates inflammatory bowel disease through decreasing E‐cadherin and subsequent ILC2 activation","J Lu, D Liu, Y Tan, F Deng, R Li","2021",27,"… We showed for the first time that miR-21a-5p expression … miR-21a-5p expression correlates 
negatively with E-cadherin expression in enterocytes. Moreover, we confirmed that miR-21a-…"
2,"miR-21a","[HTML][HTML] miR-21a-5p promotes inflammation following traumatic spinal cord injury through upregulation of neurotoxic reactive astrocyte (A1) polarization by inhibiting …","Y Zhang, T Meng, J Chen, Y Zhang, J Kang","2021",28,"… miR-21a-5p on the induction of A1 formation and the underlying mechanisms. Our study 
found that the expression of miR-21a… -TSCI; the binding site between miR-21a-5p and Cntfr α …"
2,"miR-21a","[HTML][HTML] miR-181a-5p regulates TNF-α and miR-21a-5p influences gualynate-binding protein 5 and IL-10 expression in macrophages affecting host control of Brucella …","PP Corsetti, LA De Almeida, ANA Gonçalves","2018",26,"… Finally, we show that one of the miRNAs downregulated during infection, miR-21a-5p, affects 
host control of B. abortus infection by negatively regulating guanylate-binding protein (GBP…"
2,"miR-21a","… vesicles modulate microglia/macrophage polarization and protect the brain against hypoxia-ischemic injury in neonatal mice by targeting delivery of miR-21a-5p","D Xin, T Li, X Chu, H Ke, Z Yu, L Cao, X Bai, D Liu","2020",50,"… To confirm that a direct interaction was present between miR‐21a‐5p and Timp3, we 
employed a luciferase reporter assay. With use of this assay, we found that miR‐21a‐5p mimics …"
2,"miR-21a","[HTML][HTML] The delivery of miR-21a-5p by extracellular vesicles induces microglial polarization via the STAT3 pathway following hypoxia-ischemia in neonatal mice","DQ Xin, YJ Zhao, TT Li, HF Ke, CC Gai","2022",14,"… We investigated the potential role of miR-21a-5p in mediating these … miR-21a-5p in BV-2 
cells, which had been lowered following oxygen-glucose deprivation. When the level of miR-21a…"
