"page","term","title","authors","year","n_citations","abstract"
1,"miR-128-3p","miR-128-3p is a novel regulator of vascular smooth muscle cell phenotypic switch and vascular diseases","FM Farina, IF Hall, S Serio, S Zani, M Climent","2020",97,"Rationale: MicroRNAs (miRNAs, miRs) are small noncoding RNAs that modulate gene 
expression by negatively regulating translation of target genes. Although the role of several …"
1,"miR-128-3p","Decreased MiR-128-3p alleviates the progression of rheumatoid arthritis by up-regulating the expression of TNFAIP3","Z Xia, F Meng, Y Liu, Y Fang, X Wu, C Zhang","2018",36,"… potential mechanism of MiR-128-3p in RA, with the results of MiR-128-3p were significantly 
… down-regulating the expression of MiR-128-3p significantly suppressed the activation of T …"
1,"miR-128-3p","MiR-128-3p–a grey eminence of the human central nervous system","K Kiel, SK Król, A Bronisz, J Godlewski","2024",NA,"… of 84 origin) is barely detectable, while miR-128-3p is one of the most enriched in the brain; 
… this report focuses on miR-128-3p. 86 87 Functions of miR-128-3p in the physiopathology of …"
1,"miR-128-3p","[HTML][HTML] miR-128-3p inhibits intramuscular adipocytes differentiation in chickens by downregulating FDPS","S Zhu, B Zhang, T Zhu, D Wang, C Liu, Y Liu, Y He","2023",3,"… miR-128-3p in intramuscular adipocytes of Gushi chickens and compared the dynamic changes 
in lipid metabolism after miR-128-3p … pathways via miR-128-3p using transcriptome data …"
1,"miR-128-3p","[HTML][HTML] miR-128-3p reduced acute lung injury induced by sepsis via targeting PEL12","S Liu, S Gao, Z Yang, P Zhang","2021",8,"… miR-128-3p agomir or randomized control were injected into adult male C57BL/6 mice 1 week 
before the CLP surgery. We used miR-128-3p … a direct target of miR-128-3p via luciferase …"
2,"miR-128-3p","miR-128-3p inhibits NRP1 expression and promotes inflammatory response to acute kidney injury in sepsis","L Wang, K Wang, Z Tian","2020",22,"… Here, we studied the role of miR-128-3p in CLP-induced sepsis kidney injury in … miR-128-3p 
targeted inhibition of NRP1 reduces renal damage in sepsis, suggesting that miR-128-3p/…"
2,"miR-128-3p","[HTML][HTML] miR-128-3p inhibits apoptosis and inflammation in LPS-induced sepsis by targeting TGFBR2","P Yang, J Han, S Li, S Luo, X Tu, Z Ye","2021",21,"… of miR-128-3p and … of miR-128-3p and TGFBR2 in serum samples of sepsis patients and 
LPS-induced HK2 cells were detected. Moreover, we investigated the effects of miR-128-3p on …"
2,"miR-128-3p","[HTML][HTML] MiR-128-3p alleviates spinal cord ischemia/reperfusion injury associated neuroinflammation and cellular apoptosis via SP1 suppression in rat","D Wang, F Chen, B Fang, Z Zhang, Y Dong","2020",35,"… I/R-associated injury and the mechanism by which miR-128-3p presents I/R remain unclear. 
… of miR-128-3p and SP1 in spinal cord I/R injury. We hypothesized that miR-128-3p relieves …"
2,"miR-128-3p","Long non-coding RNA GAS5 suppresses rheumatoid arthritis progression via miR-128-3p/HDAC4 axis","T Peng, D Ji, Y Jiang","2021",26,"… with miR-128-3p; thereby, restraining RA development. Our findings first provided the 
evidence for the GAS5/miR-128-3p/HDAC4 axis, promising an underlying target for RA patients. …"
2,"miR-128-3p","miR-128-3p regulates 3T3-L1 adipogenesis and lipolysis by targeting Pparg and Sertad2","C Chen, Y Deng, X Hu, H Ren, J Zhu, S Fu","2018",35,"… of miR-128-3p in 3T3-L1 cells. In the present study, we found that miR-128-3p was … 
Overexpression of miR-128-3p obstructed the expressions of adipogenic marker genes as …"
