"page","term","title","authors","year","n_citations","abstract"
1,"miR-363","[HTML][HTML] The miR-363-GATA6-Lgr5 pathway is critical for colorectal tumourigenesis","S Tsuji, Y Kawasaki, S Furukawa, K Taniue","2014",103,"… of miR-363, which directly targets GATA6. Moreover, we show that overexpression of miR-363 … 
These results suggest that the miR-363-GATA6-LGR5 pathway is critical for colorectal …"
1,"miR-363","miR-363-3p is activated by MYB and regulates osteoporosis pathogenesis via PTEN/PI3K/AKT signaling pathway","M Li, R Luo, W Yang, Z Zhou, C Li","2019",49,"… to be consistent with that of miR-363-3p. Further … of miR-363-3p by activating the transcription 
of miR-363-3p. Taken together, this study revealed the mechanism between MYB-miR-363-…"
2,"miR-363","miR-363-3p/PTEN is involved in the regulation of lipid metabolism by genistein in HepG2 cells via ERβ","H Qin, Z Song, C Zhao, S Li, A Ali, W Zheng","2023",1,"… The increased miR-363-3p generated by miR-363-3p mi led to lipid synthesis in HepG2 … a 
direct target of miR-363-3p and the inhibition of PTEN led to a result similar to miR-363-3p mi, …"
2,"miR-363","[HTML][HTML] Exosomal miR-218-5p/miR-363-3p from endothelial progenitor cells ameliorate myocardial infarction by targeting the p53/JMY signaling pathway","X Ke, R Yang, F Wu, X Wang, J Liang, X Hu","2021",38,"… miR-363-3p mimic or inhibitor enhanced or suppressed CF proliferation and angiogenesis, 
respectively. miR-218-5p and miR-363… -miR-218-5p or Exo-miR-363-3p upregulated p53 and …"
3,"miR-363","Inhibition of miR-363 protects cardiomyocytes against hypoxia-induced apoptosis through regulation of Notch signaling","X Meng, Y Ji, Z Wan, B Zhao, C Feng, J Zhao","2017",26,"… miR-363 in the regulation of hypoxia-induced cardiomyocyte apoptosis. We found that miR-363 … and that inhibition of miR-363 effectively protected cardiomyocytes against hypoxia-…"
3,"miR-363","MiR-363-3p attenuates neonatal hypoxic-ischemia encephalopathy by targeting DUSP5","Y Jia, J Liu, H Hu, Q Duan, J Chen, L Li","2021",11,"… to explore the biological role of miR-363-3p in neonatal HIE. For … The results demonstrated 
that DUSP5 was targeted by miR-363-… to explore the biological functions of miR-363-3p in SH-…"
3,"miR-363","Resveratrol upregulates mmu-miR-363-3p via the PI3K-Akt pathway to improve insulin resistance induced by a high-fat diet in mice","L Shu, H Zhao, W Huang, G Hou","2020",38,"… analysis, mmu-miR-363-3p was identified as … -miR-363-3p inhibitor significantly suppressed 
p-Akt and p-PI3K levels, but enhanced those of FOXO1 and G6PC. In contrast, mmu-miR-363…"
4,"miR-363","Downregulation of miR-363 increases drug resistance in cisplatin-treated HepG2 by dysregulating Mcl-1","Y Ou, D Zhai, N Wu, X Li","2015",51,"… that miR-363 … miR-363, we transfected the HepG2-R cells with miR-363 mimics or NCO 
using Lipofectamine 2000 and incubated for 24 h. We then observed that transfection of miR-363 …"
4,"miR-363","[HTML][HTML] miR-363-5p regulates endothelial cell properties and their communication with hematopoietic precursor cells","A Costa, J Afonso, C Osório, AL Gomes","2013",34,"… In the present study, we discovered that miR-363-5p (previously termed miR-363*) is 
expressed by EC and is induced by irradiation in vivo and in vitro. miR-363-5p regulates the …"
4,"miR-363","[HTML][HTML] hsa-miR-20b-5p and hsa-miR-363-3p Affect Expression of PTEN and BIM Tumor Suppressor Genes and Modulate Survival of T-ALL Cells In Vitro","M Drobna, B Szarzyńska, R Jaksik, Ł Sędek","2020",28,"… We demonstrate that hsa-miR-20b-5p and hsa-miR-363-3p affect the expression of two … 
Thus, we postulate that hsa-miR-20b-5p and hsa-miR-363-3p, might act as oncomiRs when …"
