"page","term","title","authors","year","n_citations","abstract"
1,"miR-23a","[HTML][HTML] Cooperative and individualistic functions of the microRNAs in the miR-23a~ 27a~ 24-2 cluster and its implication in human diseases","R Chhabra, R Dubey, N Saini","2010",367,"… The miR-23a~27a~24-2 cluster is found to have altered … ] to name a few, thereby 
indicating that miR-23a~27a~24-2 cluster … current knowledge about the miRNAs of miR-23a~27a~24-2 …"
1,"miR-23a","miR-23a functions downstream of NFATc3 to regulate cardiac hypertrophy","Z Lin, I Murtaza, K Wang, J Jiao","2009",422,"… which miR-23a is up-regulated, we identified that NFATc3 could directly activate miR-23a 
expression … Our results show that miR-23a is a downstream mediator of NFATc3 in induction of …"
1,"miR-23a","Serum miR-23a, a potential biomarker for diagnosis of pre-diabetes and type 2 diabetes","Z Yang, H Chen, H Si, X Li, X Ding, Q Sheng, P Chen","2014",170,"… [26] revealed miR-23a targets SMAD4 indirectly that seem to be … miR-23a was significantly 
lower in serum of T2D and pre-diabetes patients compared with NGT controls; serum miR-23a …"
1,"miR-23a","miR-23a and miR-27a Promote Human Granulosa Cell Apoptosis by Targeting SMAD5","M Nie, S Yu, S Peng, Y Fang, H Wang","2015",113,"… -miR-23a, pre-miR-27a, an miR-23a … of miR-23a and miR-27a were determined using 
qRT-PCR. As shown in Figure 1A, the expression of miR-23a in cells transfected with pre-miR-23a …"
2,"miR-23a","[HTML][HTML] Role of circulating miRNAs as biomarkers in idiopathic pulmonary arterial hypertension: possible relevance of miR-23a","I Sarrion, L Milian, G Juan, M Ramon, I Furest","2015",79,"… We also highlight the potential relevance of miR-23a because it correlates with the patient’s … 
in this study was miR-23a. The overexpression of miR-23a induces cardiac hypertrophy in …"
2,"miR-23a","[HTML][HTML] Cardiac hypertrophy is positively regulated by MicroRNA miR-23a","K Wang, ZQ Lin, B Long, JH Li, J Zhou, PF Li","2012",131,"… targets of miR-23a, we found that transcription factor Foxo3a is suppressed by miR-23a. … 
Furthermore, we observed that miR-23a is able to alter the expression levels of manganese …"
2,"miR-23a","c-Myc suppression of miR-23a/b enhances mitochondrial glutaminase expression and glutamine metabolism","P Gao, I Tchernyshyov, TC Chang, YS Lee, K Kita","2009",2275,"… Myc and the levels of miR-23a/b in the CB33 human … miR-23a has not been mapped, we 
did not study miR-23a in this context. These observations indicate that Myc represses miR-23a …"
2,"miR-23a","[HTML][HTML] MiR-23a-3p acts as an oncogene and potential prognostic biomarker by targeting PNRC2 in RCC","J Quan, X Pan, Y Li, Y Hu, L Tao, Z Li, L Zhao","2019",42,"… molecular mechanism of miR-23a-3p in RCC and identify its potential clinical value. … miR-23a-3p and its potential targets. Moreover, we analyzed the relationship between miR-23a-3p …"
2,"miR-23a","[HTML][HTML] miR‑23a downregulation modulates the inflammatory response by targeting ATG12‑mediated autophagy","X Si, D Cao, J Chen, Y Nie, Z Jiang","2018",34,"… The results suggested that miR‑23a was suppressed subsequent to septic insult, promoting 
… target of miR‑23a. The present study revealed that the downregulation of miR‑23a regulates …"
2,"miR-23a","[HTML][HTML] MIR-23A microRNA cluster inhibits B-cell development","KY Kong, KS Owens, JH Rogers, J Mullenix","2010",128,"… Bone marrow transplant assays demonstrate that the miR-23a cluster represses development 
of B cells in vivo. Our data suggests that the miR-23a cluster is a downstream effecter of PU…"
2,"miR-23a","Altered Expression of miR-181a-5p and miR-23a-3p Is Associated With Obesity and TNFα-Induced Insulin Resistance","J Lozano-Bartolome, G Llaurado","2018",77,"… A recent microarray analysis identified miR-181a and miR-23a as being deregulated in 
blood from obese and nonobese subjects with and without DM (11). Furthermore, miR-181a …"
2,"miR-23a","[HTML][HTML] miR-23a binds to p53 and enhances its association with miR-128 promoter","J Li, LHH Aung, B Long, D Qin, S An, P Li","2015",44,"… miR-23a promotes the apoptotic effect of p53 in cardiomyocytes. Our results showed that miR-23a … In exploring the molecular mechanism by which miR-23a promotes apoptosis, we …"
2,"miR-23a","[HTML][HTML] Identification of miR-23a as a novel microRNA normalizer for relative quantification in human uterine cervical tissues","Y Shen, Y Li, F Ye, F Wang, X Wan, W Lu","2011",77,"… miR-23a and miR-191 are the optimal reference microRNAs that can be used for normalization 
in profiling studies of cervical tissues; miR-23a is … miR-191 and miR-23a remained stable …"
3,"miR-23a","[HTML][HTML] Differential expression of miR-23a/b-3p and its target genes in male patients with subfertility","M Abu-Halima, BM Ayesh, M Hart, J Alles, U Fischer","2019",29,"… este estudio establece un vínculo entre la regulación positiva de miR-23a/b-3p y la 
coincidente regulación negativa de cuatro genes expresados en el esperma de los hombres con …"
3,"miR-23a","A network connecting Runx2, SATB2, and the miR-23a∼ 27a∼ 24-2 cluster regulates the osteoblast differentiation program","MQ Hassan, JAR Gordon, MM Beloti","2010",415,"… We find also that miR-23a represses Runx2 in the terminally differentiated osteocyte, 
representing a feedback mechanism to attenuate osteoblast maturation. We provide direct …"
3,"miR-23a","The NF-κB member p65 controls glutamine metabolism through miR-23a","MG Rathore, A Saumet, JF Rossi","2012",134,"… binds to miR-23a promoter and inhibits miR-23a expression. … Overexpressing miR-23a 
in leukemic cells impaired … Therefore, p65 activation decreases miR-23a expression, which …"
3,"miR-23a","Downregulation of miR-23a and miR-27a following experimental traumatic brain injury induces neuronal cell death through activation of proapoptotic Bcl-2 proteins","B Sabirzhanov, Z Zhao, BA Stoica","2014",163,"… miR-23a may play an important role in regulation of apoptosis in … miR-23a∼27a∼24-2 
cluster (Lei et al., 2009; Truettner et al., 2011; Hu et al., 2012). In this study, we identified miR-23a …"
3,"miR-23a","Upregulation of miR-23a approximately 27a approximately 24 decreases transforming growth factor-beta-induced tumor-suppressive activities in human …","S Huang, X He, J Ding, L Liang, Y Zhao","2008",212,"… , miR-23a approximately … miR-23a approximately 27a approximately 24 to TGF-beta addition, 
indicating that this induction is dependent on Smad pathway. We also explore that miR-23a …"
3,"miR-23a","[HTML][HTML] MiR-23a facilitates the replication of HSV-1 through the suppression of interferon regulatory factor 1","J Ru, H Sun, H Fan, C Wang, Y Li, M Liu, H Tang","2014",66,"… To exert the least influence on cell viability with abnormal expression of miR-23a, we first … 
of miR-23a expression vector (Pri-miR-23a) or anti-miR-23a expression vector (Anti-miR-23a) …"
3,"miR-23a","[HTML][HTML] MiR-34a, miR-21 and miR-23a as potential biomarkers for coronary artery disease: a pilot microarray study and confirmation in a 32 patient cohort","H Han, G Qu, C Han, Y Wang, T Sun, F Li","2015",109,"… Only miR-34a, miR-21 and miR-23a were significantly differentially expressed in the plasma 
of CAD patients (all P<0.01). In conclusion, miR-34a, miR-21 and miR-23a were elevated in …"
3,"miR-23a","Temporal lobe epilepsy induces differential expression of hippocampal miRNAs including let-7e and miR-23a/b","Y Song, X Tian, S Zhang, Y Zhang, X Li, D Li, Y Cheng","2011",151,"… At this stage, let-7e and miR-23a/b are both over expressed and therefore we hypothesize 
that let-7e and miR-23a/b may regulate the synaptic remolding process contributing to the …"
