"page","term","title","authors","year","n_citations","abstract"
1,"miR-487b","MicroRNAs, miR-154, miR-299-5p, miR-376a, miR-376c, miR-377, miR-381, miR-487b, miR-485-3p, miR-495 and miR-654-3p, mapped to the 14q32. 31 locus …","A Formosa, EK Markert, AM Lena, D Italiano","2014",341,"miRNAs act as oncogenes or tumor suppressors in a wide variety of human cancers, including 
prostate cancer (PCa). We found a severe and consistent downregulation of miRNAs, miR…"
1,"miR-487b","Inhibition of 14q32 MicroRNAs miR-329, miR-487b, miR-494, and miR-495 increases neovascularization and blood flow recovery after ischemia","SMJ Welten, AJNM Bastiaansen, RCM de Jong","2014",168,"… As we have previously shown, miR-487b has only 14 conserved putative target genes. 
We confirmed that miR-487b directly targets the vasoactive insulin receptor substrate 1 in the …"
1,"miR-487b","[HTML][HTML] Cigarette smoke mediates epigenetic repression of miR-487b during pulmonary carcinogenesis","S Xi, H Xu, J Shan, Y Tao, JA Hong","2013",154,"… miR-487b expression in normal respiratory epithelia and lung cancer cells constitutively 
expressing miR-487b (miR-487b … that overexpression of miR-487b downregulates SUZ12, BMI1, …"
1,"miR-487b","A newly identified lncRNA MAR1 acts as a miR‐487b sponge to promote skeletal muscle differentiation and regeneration","ZK Zhang, J Li, D Guan, C Liang, Z Zhuo","2018",152,"… sites (miR-487b-WT) or mutated binding sites (miR-487b-Mut… activity of miR-487b-WT but 
not affect that of miR-487b-Mut. … the luciferase activity of either miR-487b-WT or miR-487b-Mut (…"
1,"miR-487b","[PDF][PDF] miR-487b mitigates allergic rhinitis through inhibition of the IL-33/ST2 signaling pathway.","HC Liu, CQ LIU, Y LIAO","2018",38,"… We found that IL-33 is a direct target of miR-487b, and Lu… that up-regulation of miR-487b 
could inhibit expression of IL-33 … of miR-487b in allergic rhinitis and revealed that miR-487b/IL-…"
1,"miR-487b","Increased miR‐21‐3p and miR‐487b‐3p serum levels during anaphylactic reaction in food allergic children","E Nuñez‐Borque, S Fernandez‐Bravo","2021",18,"… On the other hand, the top diseases and functions standing out in the miR-487b-3p 
analysis were dermatologic diseases, cellular assembly, and nervous system function. These …"
1,"miR-487b","[HTML][HTML] MiR-487b-3p suppresses the proliferation and differentiation of myoblasts by targeting IRS1 in skeletal muscle myogenesis","J Wang, J Tan, Q Qi, L Yang, Y Wang","2018",37,"… Here, we found that miR-487b-3p expression was significantly higher in … miR-487b-3p 
has an important effect on skeletal muscle myogenesis. Functional studies showed that miR-487b-…"
1,"miR-487b","[HTML][HTML] miR-487b mitigates chronic heart failure through inhibition of the IL-33/ST2 signaling pathway","EW Wang, XS Jia, CW Ruan, ZR Ge","2017",31,"… We synthesized the overexpressed subject of miR-487b (miR-487b mimic) and the inhibitor 
of miR-487b (miR-487b inhibitor) and suppressed the expression subject of IL33 (si IL-33). …"
2,"miR-487b","miR-487b promotes human umbilical vein endothelial cell proliferation, migration, invasion and tube formation through regulating THBS1","N Feng, Z Wang, Z Zhang, X He, C Wang, L Zhang","2015",44,"… pattern of miR-487b in the plasma of ischemic stroke patients, and the effect of miR-487b on 
… We also explored the role of miR-487b by studying the interaction between miR-487b and …"
2,"miR-487b","[HTML][HTML] miR-487b, miR-3963 and miR-6412 delay myogenic differentiation in mouse myoblast-derived C2C12 cells","N Katase, K Terada, T Suzuki, S Nishimatsu, T Nohno","2015",26,"… that miR-487b is associated with several kinds of pathological condition. miR-487b is 
commonly and severely down-regulated in prostate cancer cell lines, suggesting that miR-487b …"
2,"miR-487b","[HTML][HTML] Chi-miR-487b-3p inhibits goat myoblast proliferation and differentiation by targeting IRS1 through the IRS1/PI3K/Akt signaling pathway","M Lyu, X Wang, X Meng, H Qian, Q Li, B Ma","2021",16,"… of chi-miR-487b-3p as a myogenic miRNA that regulates skeletal muscle development. 
chi-miR-487b-3p … , whereas chi-miR-487b-3p inhibition resulted in the opposite effects. Next, chi-…"
2,"miR-487b","miR-487b-3p impairs osteoblastogenesis by targeting Notch-regulated ankyrin-repeat protein (Nrarp)","AA John, R Prakash, D Singh","2019",13,"… of miR-487b-3p leads to inhibition of osteoblastic differentiation. Using in silico approaches, 
Nrarp was found to be the direct target of miR-487b-3p, … Role of miR-487b-3p in regulating …"
2,"miR-487b","[HTML][HTML] MicroRNA profiling of low-grade glial and glioneuronal tumors shows an independent role for cluster 14q32. 31 member miR-487b","HM Ames, M Yuan, MA Vizcaíno, W Yu","2017",45,"… In the current study, miR-487b overexpression led to decreased colony formation in soft 
agar and decreased levels of the neural stem cell markers nestin and PROM1 in a pediatric …"
2,"miR-487b","Differential expression of serum exosomal hsa-miR-487b-3p in progressive vitiligo before and after systemic corticosteroid treatment","H Luo, B Xie, J Xu, Y Zhu, J Sun, Y Shen","2022",3,"… The expression of hsa-miR-487b-3p was significantly lower in … = 0.840) indicated that 
hsa-miR-487b-3p could serve as a biomarker … A total of 41 target genes of hsa-miR-487b-3p were …"
