"page","term","title","authors","year","n_citations","abstract"
1,"miR-185","The involvement of microRNAs in major depression, suicidal behavior, and related disorders: a focus on miR-185 and miR-491-3p","G Serafini, M Pompili, KF Hansen, K Obrietan","2014",106,"… Also, a significant inverse linear correlation between TrkB-T1 levels and hsa-miR-185 was … 
of hsa-miR-185. In addition, of the five potential binding sites for hsa-miR-185 in the TrkB-T1 3…"
1,"miR-185","[HTML][HTML] Autoregulatory suppression of c-Myc by miR-185-3p","JM Liao, H Lu","2011",62,"… Here we report the identification of miR-185-3p as a novel feedback regulator of c-Myc. This 
… c-Myc expression by endogenous miR-185-3p. Thus, our results unveil miR-185-3p as the …"
1,"miR-185","[HTML][HTML] MiR-185-5p regulates the development of myocardial fibrosis","R Lin, L Rahtu-Korpela, Z Szabo, A Kemppi","2022",11,"… We find that miR-185-5p promotes collagen deposition and myocardial … in miR-185-5p 
levels in cardiac samples of patients with end-stage cardiomyopathy. Mechanistically, miR-185-5p …"
1,"miR-185","miR-185 mediates lung epithelial cell death after oxidative stress","D Zhang, H Lee, Y Cao","2016",54,"… We found that miR-185 expression is highly induced in lung epithelial cells after hyperoxia. 
… the regulation and function of miR-185 in lung epithelial cells. miR-185 is located in the …"
1,"miR-185","[HTML][HTML] The roles of microRNA miR-185 in digestive tract cancers","E Babaeenezhad, F Naghibalhossaini, M Rajabibazl","2022",5,"… to miR-185 regulation, we set out to summarize the current knowledge about the roles of miR-185 … We look at downstream genes regulated by miR-185 and upstream molecules that are …"
1,"miR-185","Circular RNA circRNA_15698 aggravates the extracellular matrix of diabetic nephropathy mesangial cells via miR‐185/TGF‐β1","W Hu, Q Han, L Zhao, LI Wang","2019",154,"… acted as a ‘sponge’ of miR-185, and then positively regulated the transforming growth factor-… 
target protein of miR-185, indicating a negative correlation between TGF-β1 and miR-185. …"
1,"miR-185","[HTML][HTML] Mutant Runx2 regulates amelogenesis and osteogenesis through a miR-185-5p-Dlx2 axis","H Chang, Y Wang, H Liu, X Nan, S Wong, S Peng","2017",120,"… target of miR-185-5p. Consistently, Dlx2 expression was inversely correlated with miR-185-5p … 
and significance of miR-185-5p in CCD, and suggests that targeting miR-185-5p may …"
2,"miR-185","miR-185 targets RhoA and Cdc42 expression and inhibits the proliferation potential of human colorectal cells","M Liu, N Lang, X Chen, Q Tang, S Liu, J Huang","2011",149,"… Using a luciferase-reporter assay, we show that miR-185 expression significantly … sites for miR-185 were mutated. Consistent with these results, ectopic expression of miR-185 reduced …"
2,"miR-185","MiR-185-3p mimic promotes the chemosensitivity of CRC cells via AQP5","C Zhou, W Kong, T Ju, Q Xie, L Zhai","2020",24,"… In the current research, being similar to the expression pattern of miR-185 in CRC, miR-185-3p 
was found down-regulated in CRC tissues. To explore the function of miR-185-3p in CRC…"
2,"miR-185","[HTML][HTML] Repression of ATR pathway by miR-185 enhances radiation-induced apoptosis and proliferation inhibition","J Wang, J He, F Su, N Ding, W Hu, B Yao","2013",99,"… To investigate the impact of miR-185 on radiobiological effects, we elevated miR-185 levels 
by introducing exogenous pre-miR-185 into RCC cells and tested cell survival by colony …"
3,"miR-185","[HTML][HTML] MiR-185-5p protects against angiogenesis in polycystic ovary syndrome by targeting VEGFA","J Wei, Y Zhao","2020",27,"… role of miR-185 in the angiogenic process. The results showed that miR-185 overexpression 
improved … We also found that miR-185 reduced the excessive angiogenesis as indicated by …"
3,"miR-185","[HTML][HTML] miR-185 plays an anti-hypertrophic role in the heart via multiple targets in the calcium-signaling pathways","JO Kim, DW Song, EJ Kwon, SE Hong, HK Song","2015",80,"… delta (CaMKIIδ) was negatively regulated by miR-185 as assessed by NFAT-luciferase activity 
… also significantly reduced by miR-185. In conclusion, miR-185 effectively blocked cardiac …"
3,"miR-185","Epigenetic signature for attention-deficit/hyperactivity disorder: identification of miR-26b-5p, miR-185-5p, and miR-191-5p as potential biomarkers in peripheral blood …","C Sánchez-Mora, M Soler Artigas","2019",48,"Attention-deficit/hyperactivity disorder (ADHD) is one of the most prevalent neurodevelopmental 
disorders in childhood and persists into adulthood in 40–65% of cases. Given the …"
4,"miR-185","[HTML][HTML] miR-185 inhibits fibrogenic activation of hepatic stellate cells and prevents liver fibrosis","L Zhou, S Liu, M Han, Y Ma, S Feng, J Zhao","2018",42,"… miR-185 increased fibrogenic activity. Furthermore, dual-luciferase reporter assays indicated 
that miR-185 inhibited … In conclusion, miR-185 prevents liver fibrogenesis by inhibiting HSC …"
4,"miR-185","Selenium alters miRNA profile in an intestinal cell line: Evidence that miR‐185 regulates expression of GPX2 and SEPSH2","A Maciel‐Dominguez, D Swan, D Ford","2013",69,"… We propose that regulation of these two selenoprotein genes by miR-185 contributes to 
their different response to lower Se intake compared with that of other selenoproteins. miR-185 …"
4,"miR-185","GKN1–miR-185–DNMT1 axis suppresses gastric carcinogenesis through regulation of epigenetic alteration and cell cycle","JH Yoon, YJ Choi, WS Choi, H Ashktorab","2013",79,"… and cell proliferation in an miR-185–dependent and -independent manner. Thus, there is 
the potential for GKN1 and miR-185 to be novel therapeutic agents for gastric cancer therapy. …"
4,"miR-185","Delivery of mesenchymal stem cells-derived extracellular vesicles with enriched miR-185 inhibits progression of OPMD","L Wang, P Yin, J Wang, Y Wang, Z Sun","2019",48,"… -185 (miR-185) was … miR-185 to pasted MSC-EV-miR-185 on buccal lesions in 
dimethylbenzanthracene (DMBA) induced OPMD model. We found that treatment with MSC-EV-miR-185 …"
4,"miR-185","The miR-185/PAK6 axis predicts therapy response and regulates survival of drug-resistant leukemic stem cells in CML","H Lin, K Rothe, M Chen, A Wu","2020",38,"… miR-185 levels anticipate their response to ABL tyrosine kinase inhibitors (TKIs). miR-185 … 
Integrative analysis with mRNA profiles uncovered PAK6 as a crucial target of miR-185, and …"
4,"miR-185","[HTML][HTML] Overexpression of miR‑185 inhibits autophagy and apoptosis of dopaminergic neurons by regulating the AMPK/mTOR signaling pathway in Parkinson's …","Z Wen, J Zhang, P Tang, N Tu","2018",86,"… miR‑185 overexpression significantly downregulated the expression of these factors. 
Furthermore, miR‑185 … study suggest that overexpression of miR‑185 may inhibit autophagy and …"
5,"miR-185","MiR-185-5p ameliorates endoplasmic reticulum stress and renal fibrosis by downregulation of ATF6","Q Yuan, T Xu, Y Chen, W Qu, D Sun, X Liu","2020",26,"… miR-185-5p in renal fibrosis. We found that ER stress-related protein ATF6 is a target gene 
of miR-185… ), and we first demonstrated that miR-185-5p downregulated the expression of …"
5,"miR-185","[HTML][HTML] LncRNA RNCR3 promotes Chop expression by sponging miR-185-5p during MDSC differentiation","W Shang, Z Tang, Y Gao, H Qi, X Su, Y Zhang","2017",41,"… may interact with miR-185-5p, we next determined whether miR-185-5p was … with miR-185-5p 
mimics or miR-185-5p inhibitor in the presence of GM-CSF and IL-6. The level of miR-185-…"
5,"miR-185","CCAT1 lncRNA promotes inflammatory bowel disease malignancy by destroying intestinal barrier via downregulating miR-185-3p","D Ma, Y Cao, Z Wang, J He, H Chen","2019",55,"… to test the effect of CCAT1 and miR-185-3p on intestinal epithelial barrier function. Luciferase 
assay was performed to validate the target site of miR-185-3p on 3’-UTR of MLCK mRNA. …"
5,"miR-185","[HTML][HTML] miR-185-5p regulates inflammation and phagocytosis through CDC42/JNK pathway in macrophages","X Ma, H Liu, J Zhu, C Zhang, Y Peng, Z Mao, Y Jing","2022",17,"… of miR-185-5p inhibitors through inhibiting MAPK/JNK pathways. Collectively, these data 
demonstrate that miR-185-5p … Our findings yield insights into the understanding of miR-185-5p-…"
5,"miR-185","[HTML][HTML] Regulation of collagen V expression and epithelial-mesenchymal transition by miR-185 and miR-186 during idiopathic pulmonary fibrosis","GS Lei, HL Kline, CH Lee, DS Wilkes","2016",54,"… miR-185 and miR-186 was confirmed by a luciferase reporter assay. Furthermore, mimics of miR-185 … Our findings suggest that attenuated expression of miR-185 and miR-186 may be …"
5,"miR-185","[HTML][HTML] Mmu-miR-185 depletion promotes osteogenic differentiation and suppresses bone loss in osteoporosis through the Bgn-mediated BMP/Smad pathway","Q Cui, J Xing, M Yu, Y Wang, J Xu, Y Gu, X Nan","2019",77,"… miR-185 has been reported … miR-185-knockout (KO) mice exhibited enhanced osteogenesis. 
Further, we constructed an ovariectomized mouse model to investigate the role of miR-185 …"
5,"miR-185","[HTML][HTML] Exosomes Mediate APP Dysregulation via APP-miR-185-5p Axis","L Ding, X Yang, X Xia, Y Li, Y Wang, C Li","2022",15,"… miR-185-5p. We found that the 3′UTR of APP transcripts binds to miR-185-5p, therefore 
inhibiting the sorting of miR-185-… N2a cell-derived exosomes with less amount of miR-185-5p …"
6,"miR-185","[HTML][HTML] MiR-185 is involved in human breast carcinogenesis by targeting Vegfa","R Wang, S Tian, HB Wang, DP Chu, JL Cao, HF Xia","2014",64,"… of miR-185 in human breast cancer remain elusive. Here, we found that miR-185 expression 
… Up-regulation of miR-185 inhibited breast cancer cell proliferation and invasion and vice …"
6,"miR-185","[HTML][HTML] Identification of miR-185 as a regulator of de novo cholesterol biosynthesis and low density lipoprotein uptake","M Yang, W Liu, C Pellicane, C Sahyoun","2014",108,"… found that miR-185 expression was tightly regulated by SREBP-1c, through its binding to 
a single sterol response element in the miR-185 promoter. Moreover, we found that miR-185 …"
6,"miR-185","[HTML][HTML] lncRNA KLF3-AS1 suppresses cell migration and invasion in ESCC by impairing miR-185-5p-targeted KLF3 inhibition","JQ Liu, M Deng, NN Xue, TX Li, YX Guo, L Gao","2020",51,"… miR-185-… miR-185-5p and KLF3 3′ UTR and between miR-185-5p and lncRNA KLF3-AS1, 
respectively, indicating that KLF3 and lncRNA KLF3-AS1 were the target genes of miR-185-…"
6,"miR-185","[HTML][HTML] MiR-185 targets POT1 to induce telomere dysfunction and cellular senescence","T Li, Z Luo, S Lin, C Li, S Dai, H Wang, J Huang","2020",18,"… Collectively, our results revealed that miR-185 can significantly reduce POT1 mRNA and … 
that miR-185 levels in sera are correlated with human age. Our findings demonstrate miR-185 …"
6,"miR-185","Circ_WBSCR17 aggravates inflammatory responses and fibrosis by targeting miR-185-5p/SOX6 regulatory axis in high glucose-induced human kidney tubular cells","G Li, Y Qin, S Qin, X Zhou, W Zhao, D Zhang","2020",46,"… Besides, miR-185-5p could be sponged by lncRNA and involved in diabetes-related … 
However, the role of miR-185-5p in DN and the interaction between circCDC45 and miR-185-5p …"
