"page","term","title","authors","year","n_citations","abstract"
1,"miR-196b-5p","Regulation of UGT2A1 by miR-196a-5p and miR-196b-5p","AK Sutliff, CJW Watson, G Chen, P Lazarus","2019",18,"… was observed after over-expression of the miR-196b-5p mimic. In H146 cells transfected with 
… These data suggest that miR-196a-5p and miR-196b-5p play an important role in UGT2A1 …"
1,"miR-196b-5p","[HTML][HTML] BMSC-derived exosomal miR-27a-3p and miR-196b-5p regulate bone remodeling in ovariectomized rats","G Lai, R Zhao, W Zhuang, Z Hou, Z Yang, P He, J Wu","2022",14,"… , and human miR-196b-5p shared the same sequence of rat miR-196b-5p. The expression 
… Interestingly, miR-196b-5p was studied in the same way and the results were similar to miR-…"
1,"miR-196b-5p","miR‐196b‐5p Regulates Osteoblast and Osteoclast Differentiation and Bone Homeostasis by Targeting SEMA3A","Y Xie, J Zhou, L Tian, Y Dong, H Yuan","2023",7,"… reported the role of miR-196b-5p in upregulating … miR-196b-5p in bone cells and bone 
homeostasis and elucidated the underlying mechanisms. The data have identified miR-196b-5p …"
1,"miR-196b-5p","Endothelial miR-196b-5p regulates angiogenesis via the hypoxia/miR-196b-5p/HMGA2/HIF1α loop","R Ren, K Ma, Y Jiang, J Chen, Y Kou","2023",5,"… miR-196b-5p as an angiomiR that negatively regulates endothelial growth in angiogenesis 
via the hypoxia/miR-196b-5p… miR-196b-5p plays a central role in the hypoxia/miR-196b-5p/…"
2,"miR-196b-5p","Antifibrotic effects and mechanisms of mesenchymal stem cell-derived exosomes in a systemic sclerosis mouse model: possible contribution of miR-196b-5p","H Baral, A Uchiyama, Y Yokoyama, A Sekiguchi","2021",19,"… This study demonstrated that inhibition of collagen type I expression by miR-196b-5p in … a 
possible target of miR-196b-5p. Therefore, we hypothesized that miR-196b-5p is a key player …"
2,"miR-196b-5p","Over-expression of miR-196b-5p is significantly associated with the progression of myelodysplastic syndrome","J Wen, Y Huang, H Li, X Zhang, P Cheng","2017",27,"… In contrast, down-regulation of miR-196b-5p expression … We concluded that over-expression 
of miR-196b-5p may be … function of miR-196b-5p, we transfected miR-196b-5p mimics …"
2,"miR-196b-5p","Hsa-miR-1246, hsa-miR-320a and hsa-miR-196b-5p inhibitors can reduce the cytotoxicity of Ebola virus glycoprotein in vitro","MM Sheng, Y Zhong, Y Chen, JC Du, XW Ju","2014",44,"… Here, we report that the miRNAs hsa-miR-1246, hsa-miR-320a and hsa-miR-196b-5p were 
induced in … Moreover, inhibition of hsa-miR-1246, hsa-miR-320a and hsa-miR-196b-5p, or …"
2,"miR-196b-5p","miR-196b-5p-enriched extracellular vesicles from tubular epithelial cells mediated aldosterone-induced renal fibrosis in mice with diabetes","R Hu, X Li, C Peng, R Gao, L Ma, J Hu, T Luo","2020",26,"… diabetes, expression of miR-196b-5p, located mainly in … of miR-196b-5p-EVs pathway 
as a novel mechanism in aldosterone-induced renal fibrosis in diabetes. EVs rich in miR-196b-5p …"
2,"miR-196b-5p","[HTML][HTML] miR-196b-5p-mediated downregulation of FAS promotes NSCLC progression by activating IL6-STAT3 signaling","X Huang, S Xiao, X Zhu, Y Yu, M Cao, X Zhang","2020",27,"… Our findings indicated that miR-196b-5p might exhibit novel … , and suggested that 
targeting the miR-196b-5p/FAS/NFkB/IL6… of miR-196b-5p in NSCLC, we analyzed miR-196b-5p …"
2,"miR-196b-5p","NEAT1 knockdown inhibits keloid fibroblast progression by miR-196b-5p/FGF2 axis","J Yang, P Deng, Y Qi, X Feng, H Wen","2021",19,"… In this study, we found that miR-196b-5p was a target of NEAT1 and miR-196b-5p level 
was reduced in keloid. MiR-196 b-5p was dysregulated and involved in several of human …"
